,articles
0,"Sophie Métadier (born 26 April 1961) is a French urban planner and politician of the Union of Democrats and Independents who has served as a Member of Parliament since 2021.


== Political career ==
She was elected in a by-election triggered by the resignation of Sophie Auconie.She lost her seat in the first round of the 2022 legislative election.


== References =="
1,"Patricia Mirallès (born 22 August 1967) is a French politician of the Territories of Progress (TdP) party who has been serving as Secretary of State to the Minister of the Armed Forces in the government of successive Prime Ministers Élisabeth Borne and Gabriel Attal since 2022. From the 2017 elections to 2022, she was a member of the French National Assembly, representing the department of Hérault.


== Early life and education ==
Mirallès was born to Pieds-Noirs parents and grew up in Montpellier.


== Political career ==
Mirallès was a member of the Socialist Party from 1997 until 2012. From 2017 until 2020, she was a member of La République En Marche! (LREM).
In parliament, Mirallès served on the Defence Committee.


== References =="
2,"Christelle Morançais (French pronunciation: [kʁistɛl mɔʁɑ̃sɛ]; born 28 January 1975) is a French politician of the Republicans (LR) who has been serving as the Regional Council President for the Pays de la Loire region since 2017.


== Early career ==
A graduate of a business school, Morançais worked for twenty years in real estate. Together with her husband, she eventually founded the real estate company MegAgence in 2009.


== Political career ==
In 2018, Morançais was appointed to the shadow cabinet of LR leader Laurent Wauquiez. Since 2019, she has been serving as deputy chair of LR.In December 2021, Morançais became one of the six spokespersons for the LR candidate for the 2022 presidential election, Valérie Pécresse.


== References =="
3,"Catherine Morin-Desailly (born 6 July 1960 in Le Petit-Quevilly, Seine-Maritime) is a French politician of the Union of Democrats and Independents (UDI) who has been serving as a member of the Senate of France since 2004, representing the Seine-Maritime department.


== Political career ==
In the Senate, Morin-Desailly serves on the Committee on Cultural Affairs and the Committee on European Affairs. Since 2014, she has been chairing the Committee on Cultural Affairs. In 2020, she also chaired the Senate’s fact-finding committee on the issue of repatriation of cultural heritage.In addition to her committee assignments, Morin-Desailly chairs the French-Egyptian Parliamentary Friendship Group.In late 2008, Morin-Desailly left the Democratic Movement (MoDem), to join the Centrists (LC). From 2009, she served as the party’s spokesperson on cultural affairs and media.


== Other activities ==
FRAC Normandie Rouen, Chair of the Board


== Political positions ==
In June 2014, together with Chantal Jouanno, Morin-Desailly tabled a motion for a resolution to grant asylum to Edward Snowden.


== References ==

Page on the Senate website"
4,"Naïma Moutchou (born 4 November 1980) is a French lawyer and politician of La République En Marche! (LREM) who has been serving as a member of the French National Assembly since the 2017 elections, representing the department of Val-d'Oise.


== Early life and education ==
Moutchou was born to Moroccan parents who arrived in France in 1961.From 2010, Moutchou practiced business and media law for nearly ten years. At the same time, she volunteered as a lawyer with International League against Racism and Anti-Semitism (LICRA).


== Political career ==
Since entering parliament, Moutchou has been serving on the Committee on Legal Affairs, where she was her parliamentary group's coordinator from 2017 until 2019. In this capacity, she was the parliament's rapporteur on legislation combating fake news in November 2018.In addition to her committee assignments, Moutchou is a member of the French-Moroccan Parliamentary Friendship Group and the French-Serbian Parliamentary Friendship Group. From 2018 until 2021, she was also one of six Assembly members who serve as judges of the Cour de Justice de la République.After Amélie de Montchalin's appointment to the government of Prime Minister Édouard Philippe in March 2019, Moutchou briefly served as first vice chair of the LREM parliamentary group under the leadership of chairman Gilles Le Gendre; she was replaced by Marie Lebec in September 2019.
In addition to LREM, Moutchou joined the Horizons party in 2021.Since 2022, Moutchou has been serving as a vice-president of the National Assembly, under the leadership of president Yaël Braun-Pivet.


== Political positions ==
In July 2019, Moutchou voted in favor of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.When leading LREM member Stanislas Guerini withdrew support in 2021 for one of the party’s own candidates, Sarah Zemmahi, after she wore a hijab in a campaign poster, Moutchou criticized him for “discrimination.”


== Other activities ==
National Institute for Advanced Studies in Security and Justice (INHESJ), Member of the Board of Directors (2017–2020)


== See also ==
2017 French legislative election


== References =="
5,"Danièle Obono (French pronunciation: [danjɛl ɔbɔno]; born 12 July 1980) is a far-left Gabonese-French politician who has represented the 17th constituency of Paris in the National Assembly since 2017. A member of La France Insoumise (FI), she was reelected in the first round of the 2022 legislative election.


== Biography ==


=== Early life and education ===
Obono was born on 12 July 1980 in Libreville, Gabon to a prominent Gabonese family. She is the daughter of Hortense Simbou Mbadinga, a secretary at Air Gabon; and Martin Edzodzomo-Ela, an economist who was a senior executive at the Paribas-Gabon bank from 1975 to 1979 before he was dismissed for his opposition to the regime of Omar Bongo, who was also a candidate in the Gabonese presidential election of 1998. She lived in Gabon until she was about ten years old, before she attended university in Montpellier. She became a naturalised French citizen in 2011.After graduating from university, Obono became a librarian in Paris. In 2002, she obtained a master's degree in history at Paris 1 Panthéon-Sorbonne University, studying the economic relationship between France and Gabon during the second half of the 20th century under the supervision of Jacques Marseille. In 2003, she started a doctoral programme in political science at the Institut des mondes africains, focusing on social and democratic movements in Nigeria, though she began her political career before completing that degree.


=== Start in Politics ===
At the age of 20, Danièle Obono, a supporter of José Bové, participated in the dismantling of the Millau McDonald's. There, she met Attac activists and joined the Trotskyist movement ""Socialism from Below""(SPEB). A few years later, SPEB merged with the Revolutionary Communist League, which was later reformed into the New Anticapitalist Party (NPA) in 2009. She became a member of the NPA's leadership, where she advocated for the Convergences et alternative (C&A) current.
Expressing a desire to participate in the Left Front, C&A became an independent organization in 2011. Obono took part in the national council of Jean-Luc Mélenchon's campaign for the 2012 presidential election.
In the legislative elections of the same year, she was the substitute candidate for Ian Brossat(PCF), under the Left Front label, in the 17th constituency of Paris. With 13.19% of the expressed votes, they came in 3rd place.
Two years later, in the 2nd arrondissement of Paris, she leads the ""Left Front - In Paris, People First!"" list, which will garner 192 votes (2.8%) in the 2014 municipal elections. In 2014, Convergences et alternatives also merges with other left-wing parties to form Ensemble!. She leaves the party between 2017 and 2022.


=== 2017 French Presidential Elections ===
Danièle Obono integrates La France insoumise into her creation. During the 2017 French presidential election campaign, she was one of the spokespersons for candidate Jean-Luc Mélenchon, and spokesperson (“national speaker”) for La France insoumise. She coordinates, with the agro-economist Laurent Levard, the collection of “Livrets de La France insoumise”, programmatic complements to L’Avenir en commun, one of the issues of which she co-wrote with the philosopher Benoît Schneckenburger, entitled Against Racism and discrimination: Bringing equality to life.Danièle Obono was elected deputy for the 17th constituency of Paris during the 2017 French legislative elections, receiving 50.71% of the votes, or 319 votes ahead, in the second round against Béatrice Faillès, candidate for La République en Marche (Renaissance).


=== 2022 elections ===
During the 2022 French legislative election campaign, she has been criticized for appearing with Danielle Simonnet in the company of British MP Jeremy Corbyn, accused of complacency with anti-Semitism.She was re-elected in the first round under the New Ecological and Social People's Union (NUPES) with 16,161 votes, or 57.07% of the votes cast.Following a vote during the session of Tuesday July 26, 2022, at the French National Assembly, she was elected a judge of the Cour de Justice de la République. She was officially sworn in the next day.


=== Position taking and Parliamentary activity ===
Secretary of the National Assembly's European Affairs Committee, Danièle Obono is ranked as the 6th most active MP by the business magazine Capital after six months in office.
Shortly after her election, Danièle Obono declared herself to be an alterglobalist, afrofeminist (Black feminism), anti-imperialist, anti-racist, anti-liberal, anti-Islamophobe and pan-Africanist. She also humorously defines herself as a ""Bolsho-Trotsko-Marxist"", from Trotskyism and Marxism (""I have fun claiming these 'isms' when we're told there's no such thing as ideology anymore.""), and adds that although ""Leninism was [her] gateway [...], anarchists are allies.


=== Parliamentary activity ===
Secretary of the Delegation for Overseas France  and vice-chair of the study group on discrimination and LGBTQI-phobia in the world, she chairs the France-Bangladesh friendship group.Opposed to the 2018 Asylum and Immigration Act, she considers it to be ""useless, counterproductive and dangerous"", as it ""separates good migrants from bad ones, exiles to be kept from exiles to be expelled "". On the other hand, the government and Interior Minister Gérard Collomb defend the bill in the name of ""stepping up the fight against illegal immigration"".In a written question to the government in December 2018, she gave her support to Biram Dah Abeid, ""an anti-slavery figure in Mauritania"". On December 3, 2019, as a member of the Law Commission, she tabled a bill on ""stabilising and securing funding and jobs within associations"", which aims to define the subsidy as a ""funding contract standard"" and to extend the powers of the Haut Conseil à la vie associative (High Council for Associative Life) in response to the decline in the number of employees in the associative sector.
In September 2020, she co-signed a bill from the Ecology Democracy Solidarity parliamentary group aimed at strengthening the right to abortion.As part of the France insoumise parliamentary niche in 2021, Danièle Obono defended a proposal for a job guarantee, which should enable any unemployed person who wants to work to have a job paying the basic public sector wage or more. According to the MEP, this system should make it possible to link an ""ecological bifurcation"" with ""social progress"". However, the proposal has been the subject of debate, with Fabien Roussel, national secretary of the PCF, describing it as a ""Soviet-era"" philosophy. The economist Henrik Sterdyniak felt that the measure ""could not meet the actual needs of households"" with jobs of ""mediocre quality. In June 2021, she lent her support to the local residents of the Jardin d’Eole, who organised a demonstration every Wednesday to denounce the situation in the neighbourhood because of the insecurity created by the presence of drug addicts.
However, her support for the mobilisations was criticised by the Parisian right, who accused her of political recuperation. In a press release, Danièle Obono called for ""a global strategy and large-scale resources.At the session of the National Assembly on 26 July 2022, she was elected a full judge of the Court de Justice de la République. She was sworn in on 27 July 2022.


== Controversies ==


=== About freedom of expression ===


==== Pétition of the ""Inrockuptibles"" for artists ====
On 21 June 2017, Danièle Obono was invited to the TV Show called Les Grandes Gueules, in which Alain Marshall blamed her for  a petition signed in 2012 and launched by the cultural magazine Les Inrockuptibles in support of artists' freedom of expression. The petition denounced the indictment of Saïdou, lead singer of the group « Zone d'expression populaire » (ZEP, eng: area of people’s speech), and sociologist Saïd Bouamama following a complaint from the far-right association AGRIF, which criticised the use of the expression ""Nique la France"" in a 2010 song.Danièle Obono explained why she had signed up five years earlier: ""To defend the freedom of expression of these artists, yes. Because that's one of the fundamental freedoms.""Political scientist Laurent Bouvet and Valeurs actuelles portrayed her as being close to another signatory, Houria Bouteldja, a member of the Indigènes de la République, which she disputes. After comments from the far right on her response, a petition against her gathered 5,000 signatures in what Les Inrockuptibles described as a ""polemic with racist overtones"". LFI MP Éric Coquerel expressed surprise that the question had been put specifically to her, because of her skin colour, and not to others who had signed the petition five years earlier, such as Clémentine Autain, Noël Mamère and Eva Joly, but also artists Rachid Taha, Zebda and Siné, trade unionists Élie Domota and Xavier Mathieu and journalist Rokhaya Diallo. On 11 December 2018, the French Supreme Court definitively dismissed all AGRIF's claims against the song.


==== Debate with Manuel Valls ====
In October 2017, a controversy over freedom of expression pitted Obono against Manuel Valls, faced with the appeal of Farida Amrani, LFI candidate narrowly beaten in the legislative elections in the constituency including Évry, a town where Dieudonné had obtained 3.84% in the first round of the 2017 French legislative election.On Europe 1, Valls attributes the following comments to Obono: ""the text she wrote after the attacks of January 2015 (...) when she says that she rather cried for Dieudonné and not for Charlie's victims"". The journalist Patrick Cohen then points out to him that this text is more of a lament, in his view, about the censorship that struck Dieudonné at the end of 2013 than about Dieudonné himself.On November 5, Danièle Obono responded to this controversy on Radio J. She criticized Dieudonné because he was ""racist and anti-Semitic"". Her statement was taken up by AFP, immediately recalling that she had been ""accused of Islamo-leftist drift by Manuel Valls"" and observing that she refers ""to the numerous press releases from the Human Rights League"" for whom the ban on Dieudonné's shows constitutes ""a serious setback to the rule of law, which allows this person to present himself as a victim"".


== Political career ==
Following the 2015 Charlie Hebdo attack, Obono was at the centre of a controversy after she stated she would ""not cry"", deeming the weekly newspaper's cartoons ""racist"".A member of La France Insoumise, Obono was elected to the National Assembly for the 17th constituency of Paris in the legislative election of 2017. She was a spokesperson for La France Insoumise under the leadership Jean-Luc Mélenchon, together with Alexis Corbière.In the legislature, Obono has served on the Committee on Legal Affairs, the Committee on European Affairs and the Committee on Foreign Affairs.In November 2017, she was involved in another controversy after she defended union meetings in Seine-Saint-Denis that were closed to white people. After the government announced it would sue the organisers, Obono had an altercation with Mélenchon in the National Assembly, following his support of the government on this matter.In August 2020, the right-wing French magazine Valeurs actuelles published a seven-page fantasy story and illustrations of Obono as a slave in chains facing the sunset, shackled beside a fire, under the title ""summer fantasy story"", prompting an outcry from politicians of various parties.Questioned about Hamas following the terrorist attacks of 7 October 2023, Danielle Obono, told French radio Sud Radio on 17 October that ""yes, Hamas is a resistance movement. It's an Islamist political group that has an armed wing, and is resisting Israel », refusing to qualify it a terrorist organization.


== References =="
6,"Marie-Renée Oget (born 26 January 1945) is a French politician.
Elected to the National Assembly on 16 June 2002 for the 12th legislature (2002—2007), then re-elected on 17 June 2007 for the 13th legislature (2007—2012), Oget represented Côtes-d'Armor's 4th constituency. She was part of the Socialist, Radical and Citizen parliamentary group and a member of the cultural, familial and social affairs commission in the National Assembly.


== Summary of mandates ==
National Assembly
19 June 2002 — 19 June 2007: Deputy for Côtes-d'Armor's 4th constituency.
20 June 2007 — 19 June 2012: Deputy for Côtes-d'Armor's 4th constituency.
Regional Council of Brittany
1 January 1997 — 15 March 1998: Regional councillor of Brittany.
16 March 1998 — 31 August 2002: Regional councillor of Brittany.
Mayor of Treffrin
18 March 2001 — 30 March 2014: Mayor of Treffrin, Côtes-d'Armor.
Communauté de communes du Kreiz-Breizh
1998 — 2006: 1st Vice-president of the Communauté de communes du Kreiz-Breizh.


== References =="
7,"Nelly Olin (23 March 1941 – 26 October 2017) was a Minister of Environment in France from 2005 to 2007, as part of the cabinet of prime minister Dominique de Villepin. Earlier, from 2004 to 2005, Olin had been the Minister-Delegate for Social Security. She has also been a Senator for Val-d'Oise. She died on 26 October 2017, aged 76.


== References =="
8,"Françoise Olivier-Coupeau (3 July 1959 – 4 May 2011) was a member of the National Assembly of France.
Olivier-Coupeau was born in Laval, Mayenne.  She represented the Morbihan department (5th constituency),  and was a member of the Socialiste, radical, citoyen et divers gauche. She was a member of the National Defence and Armed Forces Committee.


== References =="
9,"Maud Olivier (born 20 February 1953) is a French politician. A member of the Socialist Party, she was a Deputy for the Essonne's 5th constituency, General Councillor for the Canton of Les Ulis and Mayor of Les Ulis.


== Biography ==


=== Political career ===
Maud Olivier joined the Socialist Party in 1981, was elected to the list of the mayor of Les Ulis, Paul Loridant in 1983 and became first deputy in 2001. After the death of Jean-Marc Salinier, general councilor, on January 20, 2002, she was elected the general councilor from Les Ulis in May 2002 in a by-election. In 2004, she obtained the vice-presidency in charge of sports. During the legislative elections of 2007, candidate in the fifth constituency of Essonne, she lost, obtaining 49.75% of the votes against outgoing candidate Pierre Lasbordes.During the cantonal elections of 2008, she was elected in the first round with 50.49% of the votes, the same year during the municipal elections, her list came first in the second round with 48.03% of the votes, ensuring her 27 seats out of the 35 of the city council.In 2011, she was assigned the vice-presidency against discrimination and for the promotion of equality. That same year, during the senatorial elections, she was fourth (unelected) on the left-wing union list led by Jean-Vincent Placé which won 31.20% of the vote and two elected.The 2012 legislative elections enabled her to win the fifth constituency with 54.81% of the vote in the second round against the UMP candidate mayor of Bièvres Hervé Hocquard. In accordance with the rule of multiple mandates, she resigned from the post of mayor of Les Ulis and the municipal council of the municipality in July 2012 and left her place to her fourth assistant Sonia Dahou (PS). During the 2017 legislative elections, Maud Olivier was eliminated in the first round with 10.46% of the vote, finishing behind the Republican candidate Laure Darcos and the representative of the presidential party En Marche! Cédric Villani, who won in the second round.


== Works ==
Maud Olivier in consultation with the government drew up the text of a bill strengthening the fight against the prostitution system submitted to the office of the National Assembly in October 2013. It also includes a component of the fight against pimping and trafficking in human beings, a strengthening of sexuality education, and the empowerment of clients of prostitution by prohibiting the purchase of sex. A prison sentence for clients of prostitutes could be included in the penal code in the event of a repeat offense. This law was adopted on April 13, 2016.Maud Olivier is the co-author (with Senator Jean-Pierre Leleux) of the OPECST report ""Promoting and sharing scientific, technical and industrial cultures: an imperative"" (French: Faire connaître et partager les cultures scientifique, technique et industrielle: un impératif).Maud Olivier is the author of the information report of the delegation for women's rights and equality between men and women n° 4105 entitled ""Gender studies: science in the service of real equality"" (French: Études de genre: les sciences au service de l'égalité réelle).


== References =="
