,articles
0,"Cécile Pozzo di Borgo (born 4 January 1952) is a French diplomat and politician.


== Early life ==
Pozzo di Borgo was born as Cécile Marie Thérèse Mouton-Brady on 4 January 1952 in the 16th arrondissement of Paris, with roots from the Basque Country. She is the daughter of diplomat Jean Mouton-Brady, and she spent her childhood in various European countries. She is an alumnus of the École Nationale des Chartes and paleographer archivist (class of 1975).


== Career ==
Pozzo de Borgo was the first curator of diplomatic archives at the Ministry of Foreign Affairs (1975-1987). In 1987, she became a technical adviser to Bernard Bosson, Minister Delegate for European Affairs. Then, in 1992, she was appointed adviser to the French Embassy in Belgium, and in 1998, head of the International Affairs Department in the Raw Materials Department of the Secretariat of State to Industry. From 2000 to 2002, she was deputy director of Communication, then deputy director of Communication and Information and Deputy Spokesperson of the Ministry of Foreign Affairs. She also served as Ambassador of France to the Dominican Republic (2005-2008) and later Peru (2008-2011).In November 2011, Pozzo di Borgo took up her duties as prefect of Aveyron, with an agenda that included inter-communality in the department, road junctions, and water supply for agricultural production. She served in this position until 2014. On 18 September 2014, she was appointed prefect of the French Southern and Antarctic Lands (TAAF), by presidential decree. On 20 February 2018, she asserted her pension rights. Her stint was marked by the arrival of L'Astrolabe. In May 2018, she officially retired from her position as prefect of TAAF.For Pierre Jullien, from Le Monde, Pozzo di Borgo led an ""atypical"" career, being neither 'from the prefectural corps' nor 'out of the ENA'.


== Personal life ==
Pozzo di Borgo is married to Alain Pozzo di Borgo, and they have three children. She is the sister-in-law of Philippe Pozzo di Borgo.


== Awards ==
 France
 Officer of the Ordre national du Mérite (2011)
 Officer of the Légion d'honneur (2016)
 Officer of the Ordre des Arts et des Lettres (2016)


== References =="
1,"Sophie Primas (born 7 June 1962 in Saint-Mandé) is a French politician. She represented the 9th constituency of Yvelines in the French National Assembly from 11 June 2010 to 30 September 2011. She has been a member of the French Senate representing the department of Yvelines since 25 September 2011. Formerly a member of the Union for a Popular Movement, she has been one of The Republicans since 2015.Primas replaced Henri Cuq in the National Assembly in 2010 after his death. She resigned her seat in the assembly after being elected to the Senate in September 2011. Primas was elected mayor of Aubergenville in April 2014. Before being elected mayor, she served as deputy mayor responsible for finances, public markets and sustainable development.


== References =="
2,"Catherine Procaccia (born 13 October 1949) is a member of the Senate of France, representing the Val-de-Marne department.  She is a member of the Union for a Popular Movement.


== References ==
Page on the Senate website"
3,"Florence Provendier (born 28 October 1965) is a French politician who was Member of Parliament for Hauts-de-Seine's 10th constituency from 2018 to 2022.


== Education ==
She graduated from ESSEC Business School.


== Political career ==
In the 2017 French legislative election, she was a substitute candidate. She replaced Gabriel Attal in Parliament when he was appointed Government Spokesperson.


== See also ==
List of deputies of the 15th National Assembly of France


== References =="
4,"Christine Prunaud (born 4 September 1950) is a French politician. She served as senator for Côtes-d'Armor from 2014 to 2020.


== Biography ==
One of three children in a politically socialist family, Prunaud is the granddaughter of Eugène Bagot, the mayor of Plénée-Jugon from 1945 to 1959.As an adult, she was active in a number of advocacy groups, including ones for women's rights, secularism, and equality. She was elected to the municipal council of Lamballe in 2001, 2008, and 2014, serving a stint as deputy mayor.


=== Senatorial career ===
In the 2014 elections to the French senate, she ran as the second name on the common left-wing list led by Yannick Botrel, successfully winning a seat.In the senate, she represents the Communist, Republican, Citizen and Ecologist group and has been a member of the Parliamentary Office on Evaluating Scientific and Technological Choices and sits on the board of the Centre national du livre.
Until October 2017, she sat on the Culture, Education, and Communication Committee. That month, she was named to the Foreign Affairs and Defence Committee.
On 24 June 2018, she was arrested in Ağrı along with two other French Communist Party members while serving as an observer for the 2018 Turkish general election.She participated in a conference titled « La souveraineté du peuple sahraoui sur ses ressources naturelles » in November 2019 in Paris, which discussed issues surrounding the role of Morocco and multinationals in resource exploitation in Western Sahara.In September 2020, she announced her retirement from politics.


== References =="
5,"Catherine Pujol (born 6 April 1960) is a French politician from National Rally who represented Pyrénées-Orientales's 2nd constituency in the National Assembly from 2020 to 2022.


== Political career ==
At the 2017 French legislative election, Pujol was the substitute candidate for Louis Aliot in Pyrénées-Orientales's 2nd constituency. Pujol became a member of the National Assembly following Aliot's election as mayor of Perpignan due to the dual mandate.She did not seek re-election in the 2022 French legislative election.


== References ==


== External links ==
Biography at the French Parliament"
6,"Audrey Pulvar (French pronunciation: [odʁe pylvaʁ]; born 21 February 1972) is a French journalist, television and radio host and politician. Newsreader of the 19/20 on France 3 from 2005 to 2009, Pulvar has been commentator within Laurent Ruquier's show On n'est pas couché on France 2, during the year 2011/2012 and joined the Television Group Canal+ and its channel D8 in 2013.


== Early life ==
Audrey Pulvar's childhood was spent in Fort-de-France, Martinique, experiencing a rich cultural environment and becoming immersed in politics. Her father, Marc Pulvar, mathematics teacher, was National Secretary of the Martinican Separatist Movement (that he also founded) and Secretary of Martinican Central Workers' Trade Union Confederation. Her mother is a social worker.
From the age of 14 years, Audrey Pulvar lived between her island and mainland France. Although most of her education took place in mainland France, she received her secondary school diploma in the Caribbean before moving back to mainland France (Rouen), and getting a graduate degree in Economics (University of Rouen). She continued her studies at the École supérieure de journalisme de Paris (ESJ) which she left in 1994. She then joined Édouard Balladur's presidential election team.


== Career ==
She then joined the Antilles Television staff as an intern during her training at ESJ. She was hired afterwards as a photojournalist and from 1995 was the evening news' anchorwoman. Finally, in 1999, she became deputy editor-in-chief of the channel while continuing as anchor. She stayed there until April 2002, when Jean-Claude Dassier hired her on the satellite continuous news channel LCI as freelance journalist. Starting from December she simultaneously worked on TV5.
In November 2003, she became regional television news presenter at France 3 Marseille. After some replacements on national television, she hosted Soir 3 at Louis Lafarge's side from September 2004. As the first black woman to present a television news on a terrestrial French channel, she refused to see it as a symbol and to take the lead.

From September 2005, still on France 3, she hosted the evening television news, 19/20. As well, she presented special programmes such as the third edition of Les Victoires du jazz along with Pierre Lescure, and Français, à coeur et à cris in May 2006. In late 2008, she was among the few ""well-known"" people working in France 3 to join the protest against the prohibition of advertising on France Télévisions.
Since 2006, she has also been the presenter of a monthly magazine named Parlez-moi d'ailleurs, broadcast on the parliamentary channel.
In July 2009, when she left France 3, she joined the news channel i>Télé in order to present a programme from 6:00 to 8:00 P.M. daily, as well as a political interview programme on Sundays. Laurent Bignolas became her successor on 19/20.
After the departure of Nicolas Demorand, who left the early morning radio show of France Inter, Pulvar took over the time slot from 6 to 7 A.M. and gave her program a ""prominent place for international news"", according to the radio Deputy Director, Philippe Val. At the same time, she continued to collaborate with i>Télé but chose to reduce her program length to only one hour, from 7:00 to 8:00 P.M.
Later on in November 2010, the i>Télé managers decided to suspend her from the show, in reaction to her partner Arnaud Montebourg officially claiming to be a Socialist Party candidate for the presidential election in 2012. Several weeks later, she finally put an end to the controversy around that dismissal by coming back on air. She was in charge of a 10 minutes-long non-political interview at 7:40 P.M. which was cancelled at the end of the year.
In January 2011, France Inter decided to remove her 7:50 A.M. interview, but she continued to lead the 6/7 A.M. slot and has an all new column at 8:37. In late January 2011, Pulvar returned to i>Télé to present a debate upon social issues without any political guest, known as Arrêt sur l'info. She left the channel in July 2011.
In September 2011, Pulvar appeared on the Saturday night talk show On n'est pas couché on France 2 with Natacha Polony, which is hosted by the popular TV personality Laurent Ruquier.
After being fired from the Ruquier's talk show, Pulvar now appears in the daily talk show Le Grand 8 on D8.Involved in Parisian local politics for a number of years, on 3 July 2020 Pulvar became Deputy Mayor of Paris in charge of sustainable food, agriculture and supply chains.


== Personal life ==
Pulvar has a daughter born in 1997. She lived with the chef Alain Passard from 2008 to 2009.
Then until November 2012, her partner was the French politician Arnaud Montebourg, former deputy chief secretary of the French Socialist Party, and after May 2012, Minister of Industrial Renewal in the Ayrault government.


== References =="
7,"Catherine Quéré (born 16 March 1948 in Angoulême, Charente) is a French politician and a member of the Socialist Party.
A vice-president of the Poitou-Charentes Regional Council between 2004 and 2007, she was the MP for Charente-Maritime's 3rd constituency from 2007 to 2017. She was a member of the Socialist, Radical, Citizen and Miscellaneous Left parliamentary group.


== Political career ==


=== Poitou-Charentes Regional Council (2004−2007) ===
A wine grower by profession, Catherine Quéré began her political career in the 2004 regional elections.
She figured in second position on the socialist list in Charente-Maritime and was elected as a regional councillor in Poitou-Charentes. She was a vice-president of the Poitou-Charentes Regional Council during three years (2004–2007).
On 9 July 2007, she resigned as a regional councillor in accordance with the rule of the ""unique mandate"" instituted within the Poitou-Charentes Regional Council.


=== MP of Saintes (2007−2017) ===
In the 2007 legislative election, Catherine Quéré defeated Xavier de Roux, mayor of Chaniers and outgoing MP.
In the first round, she arrived in second position (31.99%, 15,446 votes) whereas Xavier de Roux came first with 39.43% (19.037 votes). In the run-off, she was elected with 52.02% (25.501 votes) as an MP of the Charente-Maritime's 3rd constituency.In the 2012 legislative election, she was largely re-elected as an MP of the Charente-Maritime's 3rd constituency.
In the first round, she largely came first with 43.96% (20,403 votes) and in the run-off was re-elected as an MP with 59.12% (26,574 votes).She did not contest the 2017 French legislative election.


== Political mandates ==


=== National mandate ===
MP of the Charente-Maritime's 3rd constituency (20 June 2007-2017): Socialist, Radical, Citizen and Miscellaneous Left parliamentary group; secretary of the committee of the sustainable development and spatial planning, vice-president of the friendship groups of France/Macedonia and France/Malaysia.


=== Former local mandate ===
Vice-president of the Poitou-Charentes Regional Council : 28 March 2004 – 1 September 2007


== References ==


== External links ==
(in French) Official website
(in French) Catherine Quéré's official biography, French National Assembly"
8,"Valérie Rabault (French: [valeʁi ʁabo]; born 25 April 1973) is a French engineer and politician of the Socialist Party (PS) who has presided over the Socialists and affiliated group in the National Assembly since 2018. She has represented the 1st constituency of the Tarn-et-Garonne department in Parliament since 2012.


== Early life and career ==
Rabault attended the École des ponts ParisTech from 1994 to 1998. At the same time, she obtained an MBA from the Collège des Ingénieurs in 1998. Rabault entered the private sector as a construction manager and then became involved in project financing. She then practiced her professional activity in the banking sector by becoming an inspector at Société Générale, then in 2003, was recruited by BNP Paribas London in the risk monitoring teams. In 2005, she joined the Paris office; from 2010, she became head of risk planning in the equity and commodities division of BNP Paribas Investment Bank. She resigned in June 2012 following her election to the National Assembly.


== Political career ==


=== Career in local politics ===
Rabault became a member of the Socialist Party in 2000. From 2002 to 2005, she was a member of the London PS section. Back in France, she joined the federal council of PS section of Tarn-et-Garonne in 2006. In 2012, at the Toulouse congress, she was elected 1st federal secretary of the Socialist Party of Tarn-et-Garonne.
In the 2014 municipal election, Rabault was elected to be a member of Montauban's municipal council. Following the 2020 municipal election, she became a municipal councillor of Piquecos. In the 2021 departmental election, she was also elected to the Departmental Council of Tarn-et-Garonne for the canton of Aveyron-Lère.


=== Member of the National Assembly, 2012–present ===
After the vote of the militant base, Rabault was appointed by the Socialist Party as its candidate in the 2012 legislative election in the 1st constituency of Tarn-et-Garonne. She was elected to office on 17 June 2012 against Union for a Popular Movement candidate Brigitte Barèges. She is a member and elected in 2012 vice president of the Committee on Finance, General Economy and Budget of the National Assembly. In April 2014, she refused to enter the government of Prime Minister Manuel Valls as Secretary of State for Trade. Instead, she succeeded Christian Eckert as the Parliament's general rapporteur on the national budget, making her the first woman in that position.In 2017, Rabault was in charge of the economy and finance policies of Vincent Peillon's campaign for the Socialist Party presidential primary. She was also a member of his political campaign committee. In the 2017 legislative election, Rabault was reelected as a deputy of Tarn-et-Garonne with over 55% of the second round vote against En Marche! candidate Pierre Mardegan. He had placed first in the first round. She supported Olivier Faure's candidacy for the position of first secretary of the Socialist Party's 2018 convention. 
On 8 July 2017, Rabault joined the Socialist Party's national leadership team. On 11 April 2018, Rabault became chairwoman of the Socialist group in the National Assembly, becoming the first woman to hold the position permanently, as Seybah Dagoma held the office in an acting capacity in 2016 after the appointment of Bruno Le Roux as Minister of the Interior.On 3 May 2022, it was reported that Rabault had turned down President Emmanuel Macron's offer to make her Prime Minister of France over policy differences.In 2023, Rabault publicly endorsed Nicolas Mayer-Rossignol as candidate to succeed Olivier Faure at the Socialist Party's leadership.


== See also ==
2012 French legislative election
2017 French legislative election
Tarn-et-Garonne's 1st constituency


== References =="
9,"Monique Rabin (born 2 July 1954) is a French politician.  She was the National Assembly deputy for Loire-Atlantique's 9th constituency from 2012 to 2017, as a member of the socialists.


== Political career ==
Before her election, she was a parliamentary assistant to Edmond Hervé, deputy for Ille-et-Vilaine. She was the unsuccessful socialist candidate in 2007 for Loire-Atlantique's 10th constituency in the National assembly.
Rabin was also vice-president of the Pays de la Loire regional council from 2004 to 2012.From 2008 until 2014, she was mayor of the municipality of Saint-Philbert-de-Grand-Lieu, in Loire-Atlantique. Her election gave rise to a unique politico-media episode in the Pays de Retz: Rabin was elected Mayor of Saint Philbert de Grand Lieu in March 2008 with only two votes ahead of the outgoing mayor Yvonnick Gilet (DVD - UMP) who did not ask for a recount of the votes. However, an action for annulment was immediately filed by Yvonnick Gilet and his running mate with the Nantes administrative court. Of all the grievances filed by Mr. Gilet, nine were rejected by the Government Commissioner. The only point that could lead to the cancellation of the ballot concerned anomalies in taking into account of blank or invalid ballots. Errors noted in particular in polling station number 5, chaired by a running mate of Mr. Gilet. The management of this polling station having been described as ""catastrophic"" by the court. The paradox of this affair, which the Government Commissioner did not fail to stress: ""If this appeal lodged by Mr. Gilet leads to the annulment of the election, it will be because of errors including those of his deputies and / or running mates are, it seems, originally as presidents or assessors of polling stations"". The elections of 9 March 2008 were annulled by decision of the administrative court on the grounds of registration errors concerning the spoiled ballots. The new elections which took place on 29 June 2008 saw the victory of the list led by Monique Rabin (59.23%, or 2,311 votes) against that of Yvonnick Gilet (40.77%, or 1,591 votes).In 2012, Rabin was elected as deputy for Loire-Atlantique's 9th constituency, defeating Philippe Boënnec (UMP) with 53.26% of votes.In 2014, she was defeated when standing for re-election as mayor of Saint Philbert de Grand Lieu by Stéphan Beaugé, UMP municipal councilor since 2001 and former running mate of Yvonick Gilet in 2008.She was a member of the Finance, General Economy and Budgetary Monitoring Committee and, with Catherine Vautrin (Republicans), produced the September 2015 report on financing of consular missions.
At the 2017 election, she received 13.3% of votes in the first round, finishing third behind Yannick Haury (MoDem), the winner of the second round, and Claire Hugues (LR).


== References =="
