,articles
0,"Katja Hessel (born 5 May 1972) is a German lawyer and politician of the Free Democratic Party (FDP) who has been serving as a member of the Bundestag from the state of Bavaria since 2017.In addition to her parliamentary work, Hessel has been serving as Parliamentary State Secretary in the Federal Ministry of Finance in the coalition government of Chancellor Olaf Scholz since 2021.


== Early life and career ==
Hessel was born in Nuremberg in 1972. In 1991, she passed her Abitur and then studied law in Erlangen until 1996. She passed her first state examination in 1996 and her second in 1998.
Kessel started working as a lawyer in her own law firm in 1999 and became a tax consultant in 2002.


== Political career ==
In 1999, Hessel joined the FDP. She was a State Secretary in the Bavarian State Ministry of Economic Affairs, Infrastructure, Transport and Technology under minister Martin Zeil in the government of Minister-President Horst Seehofer from 2008 to 2013.
Hessel became a member of the Bundestag in the 2017 German federal election, representing the Nuremberg North district. From 2018 until 2021, she was a member of the Finance Committee, which she chaired from 2020.
In addition to her committee assignments, Hessel is part of the German-Japanese Parliamentary Friendship Group.
In the negotiations to form a so-called traffic light coalition of the Social Democratic Party (SPD), the Green Party and the FDP following the 2021 federal elections, Hessel was part of her party's delegation in the working group on financial regulation and the national budget, co-chaired by Doris Ahnen, Lisa Paus and Christian Dürr.Since 2023, Hessel has been serving as co-chair of the FDP in Bavaria, alongside Martin Hagen.


== Other activities ==


=== Corporate boards ===
Deutsche Telekom, Member of the Supervisory Board (since 2022)


=== Non-profit organizations ===
Federal Foundation for the Reappraisal of the SED Dictatorship, Member of the Board of Trustees (since 2022)
German Federal Environmental Foundation (DBU), Member of the Board of Trustees (since 2022)
Max Planck Institute for Tax Law and Public Finance, Member of the Board of Trustees (since 2022)
Kiwanis, Member


== References ==


== External links ==

Official website (in German)
Bundestag biography (in German)"
1,"Dora Heyenn (born 16 May 1949 in Kopendorf on Fehmarn) is a German biology and chemistry teacher and politician of Germany's Left Party and member of the state parliament of Hamburg, who Heyenn isn't a member of the Left party parliamentary group.


== Political career ==
From 1971 on a member of the SPD, she was a member of the SPD's executive board in Germany's federal state of Schleswig-Holstein from 1979 until 1983. In 1990 she moved up to become a member of the Landtag of Schleswig-Holstein.In 1999, she left the social democrats over her rejection of Chancellor Schröder's Hartz reforms. In 2005, she became a founding member of the WASG which eventually merged to become Die Linke in Germany.
In the 2008 state election, she led her party for the first time into representation in the German federal state of Hamburg and since then has been a member of the Hamburg Parliament. Following the 2011 state elections, she became parliamentary leader of her party. In 2012, Heyenn ran for co-leadership in the federal party, but with just above 29 percent lost to fellow candidate Katja Kipping who received 67 percent. In the 2015 Hamburg state elections she was again list leader of her party.


== References ==


== External links ==
Profile on her party's page
Biography on the page of the Schleswig-Holstein Parliament"
2,"Susanne Hierl (born 29 September 1973) is a German lawyer and politician of the Christian Social Union (CSU) who has been serving as a member of the Bundestag since the 2021 elections, representing the Amberg constituency.


== Early life ==
Hierl was born in Eichstätt and grew up in Postbauer-Heng. She graduated from the University of Regensburg.


== Career ==
Hierl served as a councillor in Neumarkt district.
In parlimament, Hierl has been serving on the Committee on Legal Affairs and its Subcommittee on European Law. Since 2022, she has been part of a study commission set up to investigate the entire period of German involvement in Afghanistan from 2001 to 2021 and to draw lessons for  foreign and security policy in future.


== Other activities ==
Tarabya Cultural Academy, Member of the Advisory Board (since 2022)
German Catholic Women's Association (KDFB), Member


== See also ==
List of members of the 20th Bundestag


== References =="
3,"Angelika Hießerich-Peter (born 1964) is a German entrepreneur and politician of the Free Democratic Party. She was the FDP's lead candidate for the 2022 Saarland state election.


== Education and career ==
Hießerich-Peter was born in Saarland and grew up in her family's hotel business in Heusweiler. After graduating from high school, she trained as a tax clerk and worked in the accounting industry for five years. She also studied at the hotel management school in Saarbrücken and earned certifications as a restaurateur and hotel manager. She spent four years working at hotels in Saarland and Rhineland-Palatinate, becoming a director at age 28. She then worked as a tourism operator for seven years until opening her own hotel in Mettlach in 2001.


== Political career ==
Hießerich-Peter joined the Free Democratic Party in 2016, motivated by concern over the rise of the Alternative for Germany. In 2018, she became deputy state chairwoman and spokeswoman for environment, rural areas and tourism. She is also chair of the FDP women's association in the Saarland and deputy chair of the party's federal budget, finance and tax committee.In 2019, Hießerich-Peter became the first woman to run for mayor of Merzig. She placed third out of three candidates with 10.1% of votes. She was the FDP's direct candidate for the Saarlouis constituency in the 2021 German federal election, placing fourth with 8.2% of votes.Ahead of the 2022 Saarland state election, Hießerich-Peter was elected as the FDP's lead candidate, winning 79% of votes at a party congress. The FDP won 4.8% of votes in the election, failing to win any seats.


== Political views ==
Hießerich-Peter defines herself as a liberal and supports incentives to encourage business and industry investment in the Saarland. She states that she sees four key areas in her political work: a reduction of bureaucracy in the economy, better education for youth, effective police and judiciary, and a well-performing health system. She advocates digitalisation in both the private and public sectors, and proposes the establishment of 24-hour daycare centres for children, alongside greater early childhood education and sport. She also supports the expansion of renewable energy, encouraging women's employment and immigration to the Saarland.


== Personal life ==
Hießerich-Peter has an adult daughter and grandchildren.


== References ==


== External links ==
""Angelika Hießerich-Peter"". Angelikahiesserich-peter.de (in German). Retrieved 25 March 2022."
4,"Regine Hildebrandt (née Radischewski; 26 April 1941 – 26 November 2001) was a German biologist and politician (Social Democratic Party of Germany).


== Life ==


=== Early years ===


==== Wartime in Germany ====
Regine Radischewski was born in Berlin during the war, the second of her parents' two recorded children. Her father was a pianist who worked as an accompanist at the National Ballet Academy.Her mother would later own a small tobacconist shop. When she was two the family were evacuated from central Berlin to countryside far to the east of Germany, and shortly after that they were bombed out, losing most of their material possessions.


==== Growing up ====
The war ended in May 1945 and the family ended up back in Berlin.   For the first five or six years of her schooling she attended a school in a western occupation zone of the city (""West Berlin""), but as the political division between the Soviet occupation zone and the western occupation zones became more stark and, it seemed, more permanent, her parents opted on her behalf for a school in the Soviet zone in what had by now become known as East Berlin.   The family home was in the city centre along Bernauer Straße (""Bernau Street"") which formed the (initially hard to spot) political border between East Berlin and West Berlin, and afforded Regine a ring-side seat in the cold wall drama until September 1961 when the family were forcibly relocated in connection with the building of the Berlin Wall.  In October 1961 she co-founded and joined the interdenominational choir at Berlin's (Protestant) Cathedral, which now flourished under the musical direction of a man called Herbert Hildebrand.


=== Middle years ===


==== The student ====
From 1959 to 1964, she studied  biology at the Humboldt University in East Berlin.She had never joined the Free German Youth (FDJ/Freie Deutsche Jugend), which was in effect the youth wing of the young country's ruling SED party. Her failure to join seems to have been a result of timetable clashes involving her commitment to singing in the church choir. Failure to enroll in the FDJ had nevertheless led to her application for the university course to be initially rejected; and subsequent failure as an adult to become a Party Member would constrain her career opportunities right up until 1989.


==== A career in research ====
Between 1964 and 1978 Regine Radischewski worked in a management position involving Quality Control in the pharmacology department of VEB Berlin-Chemie, a major conglomerate in East Berlin. Hildebrandt combined her responsibilities in the pharmaceuticals department with a medicines research project at the Humboldt University which led to her receiving her doctorate in 1978.  In 1978 she took a senior research position at Berlin's Centre for the Study of Metabolism Illnesses and Diabetes, heading up the Diabetes department until 1990. During this period she had numerous research papers published.


==== Family matters ====
During these years she also found time, in 1966 to marry Jörg Hildebrandt, brother of the musical director of the choir in which they sang.   The two had known each other through the church since 1950:  they had also been near neighbours, with a shared childhood experience of living along the East–West front-line before 1961.  The marriage produced three children, born in 1969, 1971 and 1974.   Her research career left her with enough space to devote time to the family, which was very important to her.   Her husband later recalled that they ate together each evening six days per week, and on Sundays had a family lunch in the middle of the day after getting back from church.   When she died, aged 60, she would still be living with younger family members in a large ""multi-generational family house"" they had been able to have built after 1990.


==== Interaction with the state ====
The family participated the political life of the  one-party dictatorship only when they felt they had to. They did not vote in the country's sham elections because §22 of the constitution did not oblige them to vote (although the 1986 General election resulted, typically, in a reported turnout of 99.74%).   Regine Hildebrand did join the national Trade Union Federation (FDGB/Freier Deutscher Gewerkschaftsbund) because not to have done so would have deprived her research colleagues of vital funding.   When fraternal tanks appeared on the streets of Prague to crush political reform, the Hildebrandts joined in a protest demonstration outside the Czechoslovak embassy in Berlin.
They would write letters of protest to the Party Central Committee and to Neues Deutschland, the party's mass-circulation official daily newspaper. Hildebrand assiduously read Neues Deutschland and followed other official media, if only to keep herself up to date with The Party's politically correct linguistic contrivances of the moment.  The family never owned a television set, but news came from radio programmes broadcast from West Berlin or London, and from friends who visited from the west and were permitted (unlike East German citizens) to return to the west afterwards.


=== Politics ===
The summer of 1989 brought a dramatic change in her life when she, together with her husband, Jörg, was among the co-founders of Democracy Now, which sought an alliance of Christians and critical Marxists ""to think about our future, to think about a society based on solidarity"".


==== The Social Democrats ====
On 12 October 1989 she joined the Social Democratic Party (SPD) which (in East Germany) had been re-founded five days earlier.   The Hildebrandts valued the embracing compassionate socialism of the moderate left which had been nurtured and demonstrated by iconic (western) SPD figures from the recent past such as Kurt Schumacher and Willy Brandt.   A year later, following reunification, in October 1990 the party would merge formally with the West German Social Democratic Party (SDP).


==== National ministerial office ====
1990 was the year in which, for rather less than a year, she became an important Social Democratic participant in the national politics of the German Democratic Republic (GDR).   National elections in the GDR had traditionally operated according to a single list system which offered the voters only one list of (carefully preselected) candidates.  Anyone wishing to vote against the list could do so by placing the ballot paper in a separate ballot box while the officials looked on:  few did.   But on 18 March 1990 the German Democratic Republic conducted its first (and as matters turned out, last) democratically configured general election.  The Social Democrats took 21.9% of the vote which entitled them to 88 seats in the country's first freely elected National legislative assembly (Volkskammer). One of the seats went to Hildebrand, representing the Berlin electoral district. She also joined the coalition government of Lothar de Maizière, serving between April and August 1990 as the East German Minister for Labour and Social Affairs.A political decision had been taken to convert East German currency into western Marks at a one-for one rate (except in respect of very large amounts), and Hildebrandt's priority as a government minister was tackling growing unemployment in east Germany, following economic disruption associated with the ongoing reunification process.The governing coalition started to splinter in August 1990 leading to the withdrawal of the Social Democrats from it, as a result of which Regine Hildebrandt terminated her career as a government minister at the national level. The next month, however, in 1990 she was elected to the national committee of the SPD (for the whole of Germany, even though national reunification would not be formally enacted until October).


==== Minister in Brandenburg ====
Hildebrandt now became a key SPD figure in the state politics of Brandenburg. In October 1990, the state tier of government was reintroduced to what had been the German Democratic Republic, and as part of the process elections took place for a new state parliament in Brandenburg on 26 October. Hildebrandt was elected as an SPD member and then appointed to ministerial office under minister-president Manfred Stolpe: from 1 November 1990 onwards she served as Brandenburg's Minister for Labour, Social affairs, Health and Women, in effect an expanded version of the ministerial portfolio she had been handling nationally earlier in the year.She was a popular and effective minister, often hitting the headlines with less than diplomatic outbursts, always charmingly reasonable but also forcefully persuasive with key colleagues when, as often happened, issues within her ministerial ambit came down to arguments about funding. In the popular media she frequently attracted the soubriquet ""Mother Courage"".In the 1999 Brandenburg state election the Social Democrats lost their absolute majority and minister-president Manfred Stolpe prepared to form a ""grand coalition"" with the centre-right CDU party. Hildebrand was already seriously ill and had strongly campaigned for an alternative alliance, with the left-wing PDS. She resigned from the state government.The Hildebrandts and the state prime minister Manfred Stolpe had known one another since the 1960s through their church connections, though they had not been aware at every level of Stolpe's complicated and possibly at times collaborative relationship with the Ministry for State Security during the years of the dictatorship. After her resignation from the government Hildebrand and Stolpe would continue to treasure one another's friendship, and remain political allies, until Hildebrandt's death in 2001.Nationally in December 1999 and again in November 2001, a few weeks before she died, Hildebrand topped the polls in the elections to the national executive of the Social Democratic Party.


== Death ==
In July 1996 it became known that Regine Hildebrandt had breast cancer. She died at age 60 on 26 November 2001 in Woltersdorf, Brandenburg.


== Honours and awards ==
1993: Gustav Heinemann Citizenship Prize
1993: Hamm Brücher Medal
1997: ""Golden Hen""
2000: Fritz Bauer Prize
2001: Order of Merit of the Federal Republic of Germany


== References ==


== External links ==
 Media related to Regine Hildebrandt at Wikimedia Commons"
5,"Nicole Höchst (born 10 February 1970) is a German politician for the Alternative for Germany (AfD) and since 2017 member of the Bundestag. Her positions are described by various interest groups as homophobic and hostile, which Höchst disputes.


== Life and politics ==
Höchst was born 1970 in the West German town of Homburg (Saar) and became a teacher.Höchst entered the AfD in 2015 and became after the 2017 German federal election a member of the Bundestag. She is a member of the Committee for Education, Research and Technology Assessment and the Committee on Family, Senior Citizens, Women and Youth. She criticized the concept of a third gender, partially in response to the Federal Constitutional Court's ruling that a third gender option was constitutionally necessary. (See also: Third gender law (Germany)). Her daughter is a member of the youth city council in Speyer. In late 2018, her daughter participated in a poetry competition, in which she read a poem that was widely deemed as racist, in which she criticized political correctness, so-called civil courage and mass immigration. She was disqualified and Speyer's mayor Monika Kabs later accused her of using racist comments to further her mother's political campaigns.


== References =="
6,"Elke Hoff (born 20 June 1957) is a German politician. She was a Free Democratic Party member of the Bundestag.
After taking the Abitur in 1976, Hoff studied German, philosophy and political science at the University of Frankfurt for six semesters. She subsequently trained as a real estate management clerk in 1982. From 1985 to 1991, she worked as a public relations officer for industry federations in the construction and healthcare sectors. She served as a full-time district councillor in Neuwied from 1992 to 2000, and she was responsible for a range of economic and construction portfolios. She left that position to become the head of regional planning in Koblenz.


== Bundestag ==
Hoff was first elected to the Bundestag in the 2005 federal election. She was a member of the Bundestag's defence committee and was her party's alternative member of the subcommittee on disarmament, arms control and non-proliferation.


== References =="
7,"Magdalene Hoff (née Allwicher; 29 December 1940 – 28 March 2017) was a German Social Democratic Party of Germany politician who served five terms in the European Parliament as a member of the West Germany constituency and later the constituency of Germany on behalf of the Socialist Group later the Group of the Party of European Socialists then from July 1979 to July 2004. She was vice-president of the European Parliament between 1997 and 1999. Hoff was a member of several committees such as the Committee on Budgetary Control and the Committee on Budgets. She was a recipient of the Commander's Cross of the Order of Merit of the Federal Republic of Germany.


== Biography ==
Hoff was born Magdalene Allwicher in Hagen, North Rhine-Westphalia, Germany, on 29 December 1940. She became a member of the Social Democratic Party of Germany in 1971, and was trained as both a civil engineer and a lecturer. From 1975 to 1979, Hoff served as a member of the City Council of Hagen. Following that, she became responsible for the Working Group of Social Democratic Women in the SPD district of Western Westphalia as its district chairperson between 1982 and 1996. Hoff was also party executive for the SPD from 1994 to 1998, and was first deputy chairperson of the Group of the Social Democratic Party of Europe in the European Parliament between 1994 and 1997 and was then the European Parliament's Vice-President from 1997 to 1999.She was elected to represent the West Germany constituency in the European Parliament on behalf of the Socialist Group at the 1979 European Parliament election in West Germany from 17 July 1979 to 23 July 1984. Hoff was member of the Committee on Budgets and was part of the Delegation to the EEC-Greece Joint Parliamentary Committee and the Delegation for relations with the countries of South Asia. At the 1984 European Parliament election in West Germany, she was reelected to serve in the Second European Parliament again representing the constituency of West Germany between 24 July 1984 and 24 July 1989. Hoff remained on the Committee on Budgets but was now a member of the Committee on Budgetary Control from 1984 to 1987, the Delegation for relations with the United States and the Delegation for relations with the Union of Soviet Socialist Republics. She was a substitute for both the Committee on Women's Rights and the Committee on Budgetary Control between 1987 and 1989.Hoff again was elected to represent the constituency of West Germany from 25 July 1989 to 18 July 1994 at the 1989 European Parliament election in West Germany, initially for the Socialist Group and then for the Group of the Party of European Socialists from 1993. She was chair of the Delegation for relations with the Union of Soviet Socialist Republics between 1989 and 1992 and the successor Delegation for relations with the Republics of the Commonwealth of Independent States (CIS) from 1992 to 1994. Hoff was a member of the Committee on Economic and Monetary Affairs and Industrial Policy and the Delegation for relations with the Republics of the Commonwealth of Independent States (CIS) before becoming its chair. She was a substitute for the Delegation for relations with Estonia, Latvia and Lithuania, the Committee on Foreign Affairs and Security, the Delegation for relations with Finland, the Committee on Budgetary Control and the Committee on Budgets.At the 1994 European Parliament election in Germany, Hoff won her fourth re-election to represent the Germany constituency at the Fourth European Parliament from 19 July 1999 to 19 July 1999. She served as vice-chair of the Group of the Party of European Socialists from 1994 to 1997 before becoming the group's member of the bureau between 1997 and 1999. Hoff was vice-chair of the Delegation for relations with Central Asia and Mongolia and was a member of the Committee on Foreign Affairs, Security and Defence Policy and the Delegation for relations with Central Asia and Mongolia. She was a substitute for the Committee on Budgetary Control, the Delegation to the EU-Slovak Republic Joint Parliamentary Committee and the Delegation to the EU-Romania Joint Parliamentary Committee.Hoff won her fifth re-election to the European Parliament at the 1999 European Parliament election in Germany and served in the Fifth European Parliament between 20 July 1999 and 19 July 2004. She was a member of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy and was on the Delegation for relations with the United States. Hoff was a substitute for the Committee on Culture, Youth, Education, the Media and Sport, the Committee on the Environment, Public Health and Consumer Policy and the Delegation to the EU-Lithuania Joint Parliamentary Committee. In 2001, she was awarded the Commander's Cross of the Order of Merit of the Federal Republic of Germany. Hoff died on 28 March 2017 and a funeral service was held for her at the funeral hall of Friedhof Delstern on the afternoon of 3 April.


== References =="
8,"Bettina Hoffmann (born 18 January 1960) is a German politician of the Alliance 90/The Greens who has been serving as Parliamentary State Secretary in the Federal Ministry 
In addition to her parliamentary work, Hoffmann has been serving as Parliamentary State Secretary in the Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection in the coalition government of Chancellor Olaf Scholz since 2021.


== Early life and career ==
After graduating from high school, studying biology and obtaining her doctorate at the University of Marburg, Hoffmann worked in her profession. From 1999 to 2017 she was managing director of an agency for planning and communication. Hoffman is married, mother of two children and of Protestant denomination.


== Political career ==
Hoffmann became a member of the Bundestag in the 2017 German federal election, representing the Schwalm-Eder district. She has since been serving on the Committee on the Environment, Nature Conservation and Nuclear Safety and on the Parliamentary Advisory Board on Sustainable Development. In addition to her committee assignments, she is part of the Parliamentary Friendship Group for Relations with the Andes States (Bolivia, Ecuador, Colombia, Peru, Venezuela).
Ahead of the 2017 elections, Hoffmann was elected to lead her party’s campaign in the state of Hesse, replacing Daniela Wagner. In the negotiations to form a so-called traffic light coalition of the Social Democratic Party (SPD), the Green Party and the Free Democratic Party (FDP) following the 2021 elections, she was part of her party's delegation in the working group on environmental policy, co-chaired by Rita Schwarzelühr-Sutter, Steffi Lemke and Stefan Birkner.


== Other activities ==
German Federal Environmental Foundation (DBU), Member of the Board of Trustees (since 2022)


== References ==


== External links ==
Official website (in German)
Bundestag biography (in English)"
9,"Inge Dora Minna Höger (born 29 October 1950) is a German politician. From 2005 to 2006, she was a deputy chair of The Left (""Die Linke"") parliamentary group in the Bundestag.


== Early life and education ==
After attending elementary school and business school in Rahde, Höger trained as a forwarding agent from 1967 to 1969. 
She graduated from the Bremen University of Applied Sciences in 1973 with a degree in business administration.


== Career ==
From 1994 onwards, Höger worked in various companies in accounting and worked in the management of AOK (""Allgemeine Ortskrankenkasse"") in Herford. From 1993 to 2005, she was chair of the Women's Committee of the DGB. She is also a member of Attac.
Höger became a founding member of the WASG in June 2005 and was also a member of The Left. Since 2006, she has been patron of the WASG-related education community.Since 2005, Höger has been a member of the Bundestag. At the 2009 election, she unsuccessfully contested the Herford – Minden-Lübbecke II constituency, but was elected from the North Rhine Westphalia land list.
At the end of May 2010, together with Annette Groth and Norman Paech, Höger accompanied a controversial international relief convoy in the Free Gaza Movement. In her descriptions, she said ""We felt like we were in a war, like we were being kidnapped.…Nobody had a weapon."" She further stated that:

Later, the Israeli soldiers let us go outside, one by one....We were checked and our personal belongings were taken away. Then we were handcuffed with cable retainers and brought to the upper deck....They were obviously looking for weapons. They raided and slashed all the suitcases of all passengers and everything was all over the place.


== Criticism of Israel ==
Höger is noted for her positions against Israeli policies. In 2011, she suggested that Juliano Mer-Khamis and Vittorio Arrigoni, two pro-Palestine activists, may have been killed by Israel. On her website, Höger wrote:""The question one must pose is: Who profits from this terrible crime? First of all, now two of the activists most 'dangerous' for Israel, because they were the most engaged, wellknown and noted, are eliminated"". Volker Beck, a German Green Party MP and spokesman for the party on human rights, said ""Inge Höger's wild conspiracy theory is pure speculation, without any concrete factual basis. ... She employs the centuries-old image of the perfidiously murderous Jews.""


== References ==


== External links ==

Official website (in German)"
