,articles
0,"Petra Roth (born 9 May 1944 in Bremen) is a German politician of the Christian Democratic Union (CDU). She was the Mayor of Frankfurt from 1995 to 2012. In addition she twice served as president of the Deutscher Städtetag, resuming her previous post there in 2009. The group is the head organization and lobby group for all German cities vis-à-vis the Cabinet of Germany, the German Bundestag, the Bundesrat of Germany, the European Union (EU) and many organizations.


== Life ==
Roth is descended from a Bremen-based family of merchants. After she left the Kippenberg-Gymnasium, which has a special concentration in music, with a General Certificate of Secondary Education, she completed an apprenticeship as a medical secretary. Later she passed her exam at an upper business school. Love led her from Bremen to Frankfurt am Main. She is described as interested in the arts. She has two sons and has been widowed since 1994.


== Political career ==


=== Early beginnings ===
Petra Roth joined the Christian Democratic Union in 1972 after she had moved to Frankfurt. Later she was elected to the local city council and between 1987 and 1995, to the Landtag of Hesse. Between 1992 and 1995 she was chair of the CDU in Frankfurt.


=== Mayor of Frankfurt, 1995−2012 ===
On 25 June 1995, Roth was elected mayor of Frankfurt, defeating the incumbent Andreas von Schoeler and becoming the city's first directly elected woman mayor.
In 2001, she won the second round in a tight race against Achim Vandreike (SPD). Meanwhile, Roth is longest-serving Frankfurt mayor since World War II.
She was also a passenger on a flight that was diverted to the Newfoundland town of Gander during the week following the September 11 attacks.
On 28 January 2007, Roth was re-elected in the first round with 60.5% of the votes but with voter participation of only 33.6%. Her rival candidate Franz Frey (SPD) got 27.5% of the votes.
Roth was briefly considered as a potential successor to Federal President Johannes Rau. In March 2008 she was considered a potential candidate for Minister-President of the State of Hesse.From 1997 to 1999 and from 2003 to 2005, Roth served as president of Deutscher Städtetag, a position she took up again in 2009. She was also member of the Committee of the Regions of European Union.During her time in office, Roth was a member of the board of Frankfurt International Airport Fraport, chairman of the supervisory boards of the Frankfurt trade fair Messe Frankfurt, of the municipal utility company Stadtwerke Frankfurt am Main, of the regional transport services company Rhein-Main-Verkehrsverbund, and the regional housing society ABG Frankfurt Holding.


== Political positions ==
Within the CDU, Roth is considered a proponent of religious tolerance and a moderate stance regarding topics such as building of mosques in Germany, migration and integration, as well as drug treatment policy.Ahead of the Christian Democrats’ leadership election in 2018, Roth publicly endorsed Friedrich Merz to succeed Angela Merkel as the party’s chair.


== Other activities ==


=== Corporate boards ===
AXA Konzern AG, Member of the Supervisory Board (since 2012)
Deutsche Vermögensberatung (DVAG), Member of the Advisory Board
Thüga, Member of the Supervisory Board
Helaba, Ex-Officio Member of the Supervisory Board (-2012)


=== Non-profits ===
German Cancer Research Center (DKFZ), Member of the Advisory Council
Commerzbank Foundation, Member of the Board of Trustees
Hertie-Stiftung, Member of the Board of Trustees (since 2012)
Jewish Museum Frankfurt, Member of the Board of Trustees
Max Planck Institute for European Legal History, Member of the Board of Trustees (since 2011)
Senckenberg Nature Research Society, Member of the Board of Trustees
Schirn Kunsthalle Frankfurt, Member of the Board of Trustees
BHF Bank Foundation, Member of the Board of Trustees


== Recognition ==


=== Honorary degrees ===
2005 – Honorary doctorate from Tel Aviv University
2010 – Honorary doctorate from the Sookmyung Women's University


=== Awards ===
2001 – Légion d'honneur
2012 – Julius Campe Prize
2012 – Konrad Adenauer Prize
2015 – Order of Merit of the Federal Republic of Germany
2016 – Honorary citizenship of Tel Aviv
2016 – Alfred Dregger Medal
2017 – Honorary citizenship of Frankfurt


== References ==


== External links ==

Personal website (in German)"
1,"Manuela Rottmann (born 9 May 1972) is a German lawyer and politician of the Alliance 90/The Greens who has been a member of the Bundestag from the state of Bavaria since 2017.In addition to her parliamentary work, Rottmann served as Parliamentary State Secretary in the  Federal Ministry of Food and Agriculture in the coalition government of Chancellor Olaf Scholz from 2021 to 2022.


== Early life and education ==
The daughter of a police officer, Rottmann attended elementary school in Eßleben and grammar schools in Schweinfurt, Würzburg and Hammelburg. She passed her Abitur in 1991 at the Frobenius-Gymnasium in Hammelburg.
From 1991 to 1998 Rotttmann studied political science, sociology, economics and law at the University of Würzburg, Goethe University Frankfurt and Aix-Marseille University. In 1998 she completed her studies with the First State Examination in Law in Frankfurt am Main. From 1998 to 2004 Rottmann was a research assistant at the Institute for Public Law at Goethe University. In 2004 she passed the Second State Examination in Law in Hesse. In 2006 she received her doctorate in law in Frankfurt with a thesis supervised by Georg Hermes.


== Early career ==
From 2004 to 2006 Rottmann was a research assistant at the German Institute of Urban Affairs (DIFU) in Berlin. From 2012 to March 2017 she worked as legal advisor for DB Netz in Frankfurt.


== Political career ==
In the 2002 elections, Rottmann unsuccessfully stood as a candidate in the Frankfurt am Main I electoral district. She was elected to the city council, and from 2006 to 2012 she was the head of department for health and environment.Rottmann became a member of the Bundestag in the 2017 German federal election, representing the Bad Kissingen district. In parliament, she was a member of the Committee on Legal Affairs and Consumer Protection from 2017 until 2021.In the negotiations to form a so-called traffic light coalition of the Social Democratic Party (SPD), the Green Party and the Free Democratic Party (FDP) following the 2021 German elections, Rottmann was part of her party's delegation in the working group on homeland security, civil rights and consumer protection, co-chaired by Christine Lambrecht, Konstantin von Notz and Wolfgang Kubicki.In November 2022 Rottmann was named as the Green candidate for the 2023 Frankfurt mayoral election. After she lost the elections in March 2023, she returned to her work in parliament and became a member of the Committee on Legal Affairs again.


== References ==


== External links ==

Official website (in German)
Bundestag biography (in English)"
2,"Tina Rudolph (born 21 May 1991) is a German physician and politician of the Social Democratic Party (SPD) who has been serving as a member of the Bundestag since 2021.


== Early life and education ==
Rudolph was born 1991 in Wolgast and grew up in Usedom. She studied medicine (2010–2017), political science (2014–2017) and philosophy (2014–2017) at the University of Jena. During her studies, she completed internships at the Livingstone Central Hospital in Livingstone (Zambia) and the Philippine General Hospital in Manila (Philippines).
From 2018 to 2021, Rudolph worked as parliamentary advisor to Edgar Franke.


== Political career ==
Rudolph was elected to the Bundestag in 2021, representing the Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis district. She has since been serving on the Health Committee and its Subcommittee on Global Health.In addition to her committee assignments, Rudolph has been one of the founding members of a cross-party group promoting a One Health approach since 2022.Within her parliamentary group, Rudolph belongs to the Parliamentary Left, a left-wing movement.


== Other activities ==
German Foundation for World Population (DSW), Member of the Parliamentary Advisory Board (since 2022)
International Physicians for the Prevention of Nuclear War (IPPNW), Member
Médecins Sans Frontières, Member
German United Services Trade Union (ver.di), Member


== References =="
3,"Corinna Rüffer (born 11 October 1975) is a German politician of Alliance 90/The Greens who has been serving as a member of the Bundestag from the state of Rhineland-Palatinate since 2013.


== Early life and education ==
Born in Osnabrück, Lower Saxony, Rüffer studied political science and public law at the University of Trier (without a degree).


== Political career ==
In 1999 Rüffer joined the Bündnis 90/Die Grünen party. She became a member of the Bundestag in the 2013 German federal election, representing the Trier constituency. In parliament, she is a member of the Committee on Labour and Social Affairs and the Committee on Petitions. She also serves as her parliamentary group’s spokesperson for disability policy and citizens' affairs.


== Other activities ==
Bundesarbeitsgemeinschaft Inklusionsfirmen (BAG IF), Member of the Advisory Board


== References ==


== External links ==

Official website (in German)
Bundestag biography (in English)"
4,"Susann Rüthrich (born 21 July 1977) is a German politician of the Social Democratic Party (SPD) who has been serving as a member of the Bundestag from the state of Saxony since 2013.


== Political career ==
Rüthrich became a member of the Bundestag in the 2013 German federal election. In parliament, she is a member of the Committee on Families, Senior Citizens, Women and Youth.She contested the Meißen constituency in 2009, 2013 and 2017. 


== Other activities ==
Federal Agency for Civic Education (BPB), Alternate Member of the Board of Trustees (2018–2021)
Magnus Hirschfeld Foundation, Member of the Board of Trustees


== References ==


== External links ==

Official website (in German)
Bundestag biography (in English)"
5,"Sarah Janina Ryglewski (born 31 January 1983) is a German politician of the Social Democratic Party (SPD) who has been serving as a member of the Bundestag from the state of Bremen since 2015. 
In addition to her parliamentary work, Ryglewski has served as Parliamentary State Secretary at the Federal Ministry of Finance in the government of Chancellor Angela Merkel (2019–2021) and as Minister of State for Federal-State Relations in the government of Chancellor Olaf Scholz.


== Early life and education ==
Born in Köln, North Rhine-Westphalia, Ryglewski studied political science at the University of Bremen from 2002 until 2009. 


== Political career ==


=== Career in state politics ===
Since 2010, Ryglewski has been the deputy chair of the SPD in Bremen. 
From 2011 to 2015, Ryglewski served as a member of the State Parliament of Bremen. She was her parliamentary group’s spokesperson on consumer protection issues. 


=== Member of the German Parliament, 2015–present ===
After Carsten Sieling was elected mayor of Bremen in July 2015, Ryglewski took his seat as a member of the Bundestag, representing the Bremen I district. In parliament, she served on the Finance Committee (2015-2019), the Committee on Petitions (2015-2017), the Committee on Legal Affairs and Consumer Protection (2018-2019) and the Budget Committee's Subcommittee on European Affairs (2018-2019). Within the SPD parliamentary group, she belongs to the Parliamentary Left, a left-wing movement.In the negotiations to form a fourth coalition government under Merkel's leadership following the 2017 federal elections, Ryglewski was part of the working group on internal and legal affairs, led by Thomas de Maizière, Stephan Mayer and Heiko Maas. From 2018 until 2019, she was her parliamentary group's spokesperson for consumer protections issues. 
In 2019, Ryglewski succeeded Christine Lambrecht as Parliamentary State Secretary at the Federal Ministry of Finance, under the leadership of minister Olaf Scholz.In the negotiations to form a so-called traffic light coalition of the SPD, the Green Party and the Free Democratic Party (FDP) following the 2021 federal elections, Ryglewski was part of her party's delegation in the working group on financial regulation and the national budget, co-chaired by Doris Ahnen, Lisa Paus and Christian Dürr.


== Other activities ==
Business Forum of the Social Democratic Party of Germany, Member of the Political Advisory Board (since 2020)
Federal Foundation for the Reappraisal of the SED Dictatorship, Member of the Board of Trustees (since 2019)
spw – Zeitschrift für sozialistische Politik und Wirtschaft, Member of the Editorial Board
German United Services Trade Union (ver.di), Member


== References ==


== External links ==

Official website (in German)
Bundestag biography (in English)"
6,"Krista Sager (née Schuller; born 28 July 1953) is a German politician of the Alliance 90/The Greens party who served as party co-leader between 1994 and 1996, and co-leader of the Greens group in the Bundestag between 2002 and 2005.


== Early life and education ==
Sager was born in Bremen and later worked as a teacher.


== Political career ==
Sager was member Communist League of West Germany (KBW) while at university. She joined the Hamburg Greens in 1982. From 1989 to 1994 and from 1997 to 2002 she was a member of the Hamburg Parliament. From 1991 to 1993, 1993 to 1994, 1997, and from 2001 to 2002 she was leader of the Green group in the state parliament. In 1993 she was the lead candidate in the state elections, in which the Hamburg Greens won 13.5% and 19 seats (up from 9). In 1997 Sager was again the lead candidate of the GAL, which was able to improve its result to 13.9% - the best ever state election result in the Greens' history, and a result that the Hamburg Greens were only able to improve in 2020. She subsequently led the negotiations on a coalition government with the Social Democratic Party (SPD). She served as Second Mayor and Senator for Science, Research, and Equal Rights in the state government of First Mayor Ortwin Runde from 2023 until the 2001 elections.
From 1994 until 1996, she served – alongside Jürgen Trittin – as co-leader of the German Green Party. Sager first became a member of the German Bundestag in the 2002 elections. Along with Katrin Göring-Eckardt, she co-chaired the parliamentary group of Alliance 90/The Greens in the Bundestag from 2002 to 2005. From 2005 to 2009 she served as deputy chair of the parliamentary group of her party, this time under the leadership of co-chairs Renate Künast and Fritz Kuhn. From 2009 until 2013, she served on the Committee on Education, Research and Technology Assessment. In addition to her committee assignments, she was a member of the Parliamentary Friendship Group for Relations with the Baltic States.


== Life after politics ==
In 2016, Sager was appointed by Chancellor Angela Merkel to a three-member panel to oversee the implementation of a new law designed to avoid potential conflicts of interest, requiring senior German officials from the chancellor to deputy ministers to observe a cooling-off period if they want to quit the government for a job in business.


== Other activities ==
Fraunhofer Institute for Systems and Innovation Research (ISI), Member of the Board of Trustees
Heinrich Böll Foundation, Member of the General Assembly
Humboldt University of Berlin, Member of the Board of Trustees
FC St. Pauli, Member


== References ==


== External links ==
 Media related to Krista Sager at Wikimedia Commons"
7,"Diana Sartor (born 23 November 1970) is a German skeleton racer who competed from 1996 to 2006. She won a gold medal in the women's skeleton event at the 2004 FIBT World Championships in Königssee. That year she was also crowned European Champion.Competing in two Winter Olympics, Sartor earned her best finish of fourth in the women's skeleton event both in 2002 and 2006. During the 2006 Winter Olympics, Sartor competed while nine weeks pregnant and missed out on a medal by 0.28 seconds.
Sartor took the 2006-07 Skeleton World Cup off to have her child, but announced on the October 5, 2007 FIBT website that she would return to the World Cup for 2007-08 season though no records showed of her competing that season.
Her best overall seasonal Skeleton World Cup finish was second in the women's event in 2003–4.
Sartor is married to former luger Steffen Skel. The couple have two children: Malin (who Sartor was pregnant with at  the 2006 Olympics) and Silas. Since retiring from competition, she has managed a boarding house in Altenberg which was formerly run by her parents. In addition she serves as a member of Sächsische Schweiz-Osterzgebirge district council for the Free Voters. She has also been a winner on the German cooking television programme Die Küchenschlacht.


== References ==
2002 women's skeleton results
2006 women's skeleton results
FIBT profile
List of women's skeleton World Cup champions since 1997.
Skeletonsport.com profile
USA Today blog on February 16, 2006 article on Sartor's pregnancy during the 2006 Winter Olympics
Women's skeleton world championship medalists since 2000Specific


== External links ==
Diana Sartor at the International Bobsleigh & Skeleton Federation"
8,"Maike Schaefer (born 2 June 1971 in Schwalmstadt) is a German biologist and politician of Alliance 90/The Greens. She served as Vice President of the Senate and Mayor of Bremen as well as Bremen Senator for Climate Protection, Environment, Mobility, Urban Development and Housing in the Bovenschulte Senate between August 2019 and July 2023.
From June 2015 to August 2019, Schaefer was the parliamentary group leader of her party in the Bremen Parliament, of which she was a member from 2007 to 2019. She was the Greens' lead candidate for the 2019 and 2023 state elections.


== Early life and education ==
Schaefer graduated from the state high school, now the Sophie Hedwig High School, in Diez in 1990. She then went to London as an au pair for a year .
After her stay in England, she studied biology at the University of Bremen and graduated in 1997. As a research assistant at the Center for Environmental Research and Sustainable Technologies (UFT) at the University of Bremen in the field of risk assessment of environmental chemicals, she received her doctorate in natural sciences as part of a soil remediation project in 2004. She remained at the UFT in the field of ecotoxicology and investigated the environmental effects of pollutants in soil and water on behalf of the institute.


== Political career ==


=== Early beginnings ===
Schaefer has been a member of the Greens since January 2002. From 2003 to 2007 she was a member of the Neustadt Advisory Board.
In September 2003, Schaefer was elected as a member of the green state board, where she was responsible for the areas of environment and science. Together with Karin Mathes (MdBB) she initiated the green state working group (LAG) environment.


=== Member of the State Parliament, 2007–present ===
Schaefer has been a member of the Bürgerschaft of Bremen since June 2007 and was deputy leader of the parliamentary group from 2011 to 2015. Since the beginning of June 2015, she has led the parliamentary group as leader of the parliamentary group, succeeding Matthias Güldner. Her successor in this office is Björn Fecker. She was the environmental policy spokeswoman for her group until 2019. She was represented in the committee for affairs of the ports in the state of Bremen, operating committee ""Umweltbetrieb Bremen"", temporary committee for the amendment of the state constitution and in the constitution and rules of procedure committee as well as in the state and municipal deputation for environment, construction, transport, urban development and energy and the urban deputation for economy, labour and ports.
In the summer of 2018, Schaefer prevailed in a primary election for the top candidate of the Greens for the 2019 Bremen state election with 223,191 votes against the senator and mayor Karoline Linnert. After an increase in votes of around 2 percentage points for the Greens in the Bremen state elections in 2019, Schaefer spoke out in favour of coalition negotiations with the SPD and Die Linke following exploratory talks. In the election campaign, she had not committed herself to any possible alliance.Schaefer was responsible for the reorganization of inner city traffic in Bremen with a preference for public transport and bicycles.
In December 2022, Schaefer was elected her party's top candidate for the 2023 Bremen state election.


== Personal life ==
Schaefer is married, has one child and lives in Bremen-Vegesack.


== Publications ==
With Hartmut Koehler, Tobias Freshness, Ingo Dobner, Peter Behrend, Heidi Taubner, Bernd Jastorff, Jürgen Warrelmann & Ulrich Walter: Testing and success control of a phytoremediation process for the remediation of explosives-contaminated soil. Part II: Results of a field experiment. In: UWSF-Z Umweltchem Ökotox. 13 (5), 2001, S. 255–316 (PDF; 534 kB).
Behavioural Endpoints in Earthworm Ecotoxicology. Evaluation of Different Test Systems in Soil Toxicity Assessment. In: Journal of Soils and Sediments. 3 (2), 2003, S. 79–84 (PDF; 201 kB).
Earthworms in Contaminated Soils. Ecotoxicological Testing and Biodegradation of Crude Oil. GCA-Verlag. Dissertation, GCA-Verlag, Herdecke 2004, ISBN 3-89863-164-8.


== References ==


== External links ==

Literature by and about Maike Schaefer in the German National Library catalogue
Maike Schaefer at IMDb
Maike Schaefer on the website of the building and environment department in Bremen"
9,"Anita Schäfer (born 9 July 1951) is a German politician of the Christian Democratic Union (CDU) who served as a member of the Bundestag from the state of Rhineland-Palatinate from 1998 until 2021. She represented the constituency of Pirmasens.


== Political career ==
Schäfer became a member of the Bundestag in the 1998 German federal election. In parliament, she served on the Defense Committee.Ahead of the Christian Democrats’ leadership election, Schäfer publicly endorsed in 2020 Friedrich Merz to succeed Annegret Kramp-Karrenbauer as the party's chair.In August 2020, Schäfer announced that she would not stand in the 2021 federal elections but instead resign from active politics by the end of the parliamentary term.


== References ==


== External links ==

Official website (in German)
Bundestag biography (in English)"
