,articles
0,"Eva von Angern (born 1 December 1976) is a German lawyer and politician of The Left. She has been a member of the Landtag of Saxony-Anhalt since 2002, and chairwoman of the Left parliamentary group since December 2020. Previously, she was deputy chairwoman since 2014. She was the party's lead candidate for the 2021 state election.


== Personal life ==
Von Angern was born on 1 December 1976 in Magdeburg, East Germany. Her mother was a history teacher and her father was a policeman of Deutsche Volkspolizei. From 1983 to 1991 she attended the POS Dr. Richard Sorge, and graduated from Wilhelm-Raabe-Gymnasium in 1995. She spent time as a service employee at CinemaxX Magdeburg. Von Angern completed her study of law at the Martin Luther University of Halle-Wittenberg in 2001; at the end of her legal traineeship at the Naumburg Higher Regional Court, she passed the second state examination in 2005. She has worked as a lawyer in Magdeburg since 2006.Eva von Angern is non-denominational, married, and has three children. She chose to keep her maiden name after marriage, and belongs to the former noble family von Angern.


== Political career ==
Von Angern joined the Party of Democratic Socialism in 1996. She was deputy chairwoman of the Magdeburg branch of the party from 1998 to 2002, then chairwoman from 2002 to 2011. She was elected to the Landtag of Saxony-Anhalt in the 2002 state election, and re-elected in 2006, 2011, and 2016.In 2014, she became deputy leader of The Left's parliamentary group. In 2020, she was nominated by the party executive as their preferred lead candidate for the 2021 state election. In December, she was elected co-chair of the party's Landtag group alongside incumbent Thomas Lippmann. She was confirmed as lead candidate at a party conference on 30 January 2021, winning 85.6% of votes.The Left won 11.0% of votes in the state election, a decline of 5.3%, and remained in third place. Von Angern was elected sole chairwoman of the Left parliamentary group in the new Landtag.


== References =="
1,"Ingrid Arndt-Brauer (born 20 March 1961) is a German politician of the Social Democratic Party (SPD) who served as a member of the Bundestag from 1999 until 2021.


== Early life and education ==
After completing her secondary education with an Abitur, she studied business administration and sociology at University of Marburg, graduating in 1985.


== Political career ==
Arndt-Brauer joined the Social Democratic Party in 1983. From 1994 until 1997, she served as a member of the district parliament (Kreistag) of Steinfurt.
Arndt-Brauer became a member of the Bundestag on July 1, 1999, succeeding Ingrid Matthäus-Maier who had vacated her seat. She has since been serving on the Finance Committee, which she chaired from 2013 until 2017. Between 2006 and 2013, she also served as a member of the Parliamentary Advisory Council on Sustainable Development.
Within the SPD parliamentary group, Arndt-Brauer was a member of the working groups on municipal policy from 2002 until 2013 and on gender equality from 2009 until 2013. She was also part of the parliamentary group's leadership under its successive chairs Thomas Oppermann (2013–2017), Andrea Nahles (2017–2019) and Rolf Mützenich (2019–2021).
In 2014, Arndt-Brauer advocated for changes to Germany's financial policy, such as splitting off the euro policy unit of the Federal Ministry of Finance.In February 2021, Arndt-Brauer announced that she would not stand in the federal elections later that year but instead resign from active politics by the end of the parliamentary term.


== Other activities ==
Institut Finanzen und Steuern, Member of the Board of Trustees


== Personal life ==
Ingrid Arndt-Brauer is married and has four children.


== References ==


== External links ==
Official website (in German)
Bundestag biography (in German)
Homepage of the Finance Committee (in English)"
2,"Ayse Asar (born 19 December 1975) is a German jurist and politician of Bündnis 90/Die Grünen. She was deputy chancellor of the Goethe University in Frankfurt, and from 2015 chancellor of the Hochschule RheinMain. She has been secretary of state for the Hessian Ministry of Higher Education, Research and the Arts since 2019.


== Life and career ==
Asar was born to Turkish parents in Bad Schwalbach on 19 December 2023. Her parents were workers for Black+Decker in Idstein, where she grew up with three sisters and a brother. She studied law from 1944 at the Justus-Liebig-Universität Gießen, continuing in 1996 at the University of Cologne, where she achieved the first state exam in 1999. After referendary work at the Oberlandesgericht Düsseldorf, and work in Istanbul and Ankara, she passed the second state exam in 2002. She achieved a Master of Laws degree in 2003 at the London Metropolitan University. Asar worked from 2004 and 2015 in several funktions at the Goethe University, finally as deputy chancellor, head of the Justitiariat and commissionary head of personnel. She became chancellor of the Hochschule RheinMain in 2015.On 18 January 2019, Asar was appointed secretary of state (Staatssekretärin) by Angela Dorn, minister of science and art, serving in the Third Bouffier cabinet and in the Rhein cabinet.


=== Personal life ===
Asar is married; the couple has two children. She is a Muslim.


== Awards ==
In 2018, she was awarded the recognition ""Herausragender Mensch mit Migrationshintergrund"" (Excellent person with migration background).


== References =="
3,"Christine Aschenberg-Dugnus (born 22 September 1959) is a German lawyer and politician of the Free Democratic Party (FDP) who has been serving as a member of the Bundestag from the state of Schleswig-Holstein since 2017.


== Early life and career ==
After graduating from high school in Kassel, Aschenberg-Dugnus began studying economics at the Gesamthochschule Kassel in 1978, but moved to University of Marburg in 1979, where she studied law until 1985. From 1992 until 2001, she worked at the University of Kiel. Since 2001, she has been running her own law firm in Strande.


== Political career ==
Aschenberg-Dugnus has been a member of the FDP since 1997.
Aschenberg-Dugnus was a member of the German Bundestag from 2009 to 2013, representing the Rendsburg-Eckernförde district. During that time, she served on the Health Committee and the Committee on Legal Affairs.
In the 2017 elections, Aschenberg-Dugnus returned to the Bundestag. She has since been serving on the Health Committee. Since March 2018, she has been her parliamentary group's health policy spokesperson. Since 2019, she has also been a member of the German delegation to the Franco-German Parliamentary Assembly.
In the negotiations to form a so-called traffic light coalition of the Social Democrats (SPD), the Green Party and the FDP following the 2021 federal elections, Aschenberg-Dugnus led her party's delegation in the working group on health policy; her co-chairs from the other parties were Katja Pähle and Maria Klein-Schmeink.


== Other activities ==
Deutsche Maritime Akademie, member of the Advisory Board


== Political positions ==
Amid the emergence of the SARS-CoV-2 Omicron variant in Germany in late 2021, Aschenberg-Dugnus was one of 22 members of the FDP parliamentary group who advocated against the introduction of a COVID-19 vaccine mandate.


== References ==


== External links ==

Official website (in German)
Bundestag biography (in German)"
4,"Christel Augenstein (born 15 July 1949 in Erfurt, Germany) is a member of the Free Democratic Party. From 2001 until 23 July 2009 she was the mayor of Pforzheim, Germany, making her the city's first woman mayor. When the city of Pforzheim had already been in a bad financial position she took over the mayor's office from Joachim Becker (SPD) and tried her best to maneuver out. Becker was the ruling mayor of Pforzheim from 1985 until 2000.
The current major is Peter Boch of the Christian Democratic Union of Germany.


== References =="
5,"Sascha Karolin Aulepp (born 24 September 1970) is a German judge and politician of the Social Democratic Party (SPD) who has been serving as State Minister for Children and Education in the government of Mayor Andreas Bovenschulte since 2021.


== Early life and career ==
Aulepp was born 1970 in Hanau and studied jurisprudence, and became an attorney at law in 2001.


== Political career ==
In 2015, Aulepp succeeded Sarah Ryglewski as a member of the State Parliament of Bremen. In parliament, she served as her parliamentary group's spokesperson on legal affairs and chaired the Committee on Legal Affairs. From 2016 to 2021, she served as the chairperson of the SPD in Bremen.


== Other activities ==
Stiftung Lesen, Member of the Board of Trustees
German United Services Trade Union (ver.di), Member


== References =="
6,"Azize Tank (born January 1, 1950) is a Turkish-born German politician who served as an Immigration Officer for Charlottenburg-Wilmersdorf, and as a member of the Bundestag for Berlin representing The Left.


== Biography ==
After her school education, Tank worked as a civil servant in postal administration in Istanbul. She has lived in Germany since 1972. For a year she worked in a porcelain factory in Upper Palatinate, Bavaria. She then completed additional training as a social worker in Berlin, with her main focus being to work with children and young adults with a migration background, until she worked from 1990 to 2009 as Immigration Officer for Charlottenburg-Wilmersdorf.
She is married to lawyer Hans-Eberhard Schultz and has two adult daughters. 


== References ==


== External links ==

Official website (in German)
Bundestag biography (in German)
Profile at linksfraktion.de (in German)"
7,"Bela Bach (born 30 September 1990) is a German politician of the Social Democratic Party (SPD) who served as a member of the Bundestag from the state of Bavaria from 2020 until 2021. 


== Early life and education ==
Born in Magdeburg, Saxony-Anhalt, Bach completed her Abitur in 2010 and subsequently studied law at the Ludwig Maximilian University of Munich until 2018. 


== Political career ==
Bach has been a member of the SPD since 2007. On 4 February 2020 she succeeded Martin Burkert in the Bundestag. In parliament, she was a member of the Committee on Transport and Digital Infrastructure and the Committee on Petitions.In addition to her committee assignments, Bach was a substitute member of the German delegation to the Parliamentary Assembly of the Council of Europe (PACE) from 2020 until 2021, where she served on the Committee on Legal Affairs and Human Rights.In March 2021, Bach announced that she would not stand in the 2021 federal elections.


== Other activities ==
Federal Network Agency for Electricity, Gas, Telecommunications, Posts and Railway (BNetzA), Member of the Rail Infrastructure Advisory Council (since 2020)
German United Services Trade Union (ver.di), Member


== References ==


== External links ==
Bundestag biography (in English)"
8,"Carolin Bachmann (born 3 September 1988) is a German politician from Alternative for Germany (AfD). She has been Member of the German Bundestag for Mittelsachsen in Saxony since 2021.


== Life ==
Bachmann completed training as a bank clerk at DekaBank Deutsche Girozentrale in Frankfurt/Main. She later studied business administration (B.A.) at Hessische Berufsakademie.
She worked in customer service at a capital management company and in institutional major customer sales.


== Politics ==
Bachmann became member of the AfD in 2018. She was elected as Member of the German Bundestag for Mittelsachsen in Saxony in 2021. Bachmann is a member of the parliament committee for housing, city planning and communal affairs. 
Bachmann speaks out in favor of nuclear power.


== References =="
9,"Lisa Hildegard Badum (born 2 October 1983) is a German politician of Alliance 90/The Greens. She has been a member of the Bundestag since the 2017 German federal election, after two failed attempts.


== Early life and education ==
From 2003 to 2010, Badum studied political science at the University of Bamberg.


== Political career ==
Badum has been a member of the German Bundestag since the 2017 elections. She stood for election in the Bamberg constituency and was elected via her party's statewide list. 
In parliament, Badum has since been serving on the Committee on the Environment, Nature Conservation, Building and Nuclear Safety. She is also her parliamentary group's spokesperson on climate policy. Since 2022, she has been chairing the Subcommittee on International Climate and Energy Policy.


== Other activities ==
German-Israeli Society, Member of the Board (since 2022)
German Federation for the Environment and Nature Conservation (BUND), Member
Terre des Femmes, Member


== References ==


== External links ==
Personal webpage"
10,"Heike Baehrens (born 21 September 1955) is a German deaconess, religious educator and politician (SPD). Since the federal election in 2013, she is a member of the German Bundestag.


== Early life and career ==
After training as a bank clerk, she studied religious education. She worked as a deaconess in various church fields from 1977 to 1985. From 1996 to 2013 she has been managing director of the Diakonisches Werk Württemberg, and from 2002 to 2013 a member of the full-time board of directors of social policy fields and deputy chairman of the board. As a church councilor, she was a deputy to Dieter Kaufmann in the college of the Upper Church Council of the Evangelical-Lutheran Church in Württemberg.


== Political career ==


=== Career in local politics ===
Baehrens joined the SPD in 1988. From 1989 to 1996 she was a member of the Stuttgart municipal council. There she was first youth and social policy spokeswoman for the SPD group. From 1992 to 1996 she was deputy chairman of the SPD group in the Stuttgart municipal council.


=== Member of Parliament, 2013–present ===
In the 2013 federal elections, Baehrens moved to the German Bundestag via the SPD state list Baden-Württemberg for the Bundestag constituency Göppingen. She has since been a full member of the Bundestag Committee on Health, where she is her parliamentary group's rapporteur on inclusion and European affairs. Since 2018, she has also been serving as chairwoman of its Sub-Committee on Global Health.
In addition to her committee assignments, Baehrens serves as Deputy Chairwoman of the German-Korean Parliamentary Group as well as Deputy Speaker of the Baden-Württemberg State Group of the SPD parliamentary group. She is a member of the non-partisan Europa-Union Deutschland, which is committed to a federal Europe and a far-reaching European unification process.
Since the 2021 elections, Baehrens has been serving as his parliamentary group's spokesperson for health. Amid the COVID-19 pandemic in Germany, she joined forces with six other parliamentarians – Dirk Wiese, Dagmar Schmidt, Janosch Dahmen, Till Steffen, Katrin Helling-Plahr and Marie-Agnes Strack-Zimmermann – on a cross-party initiative in 2022 to support legislation that would have required all adults to be vaccinated.


== Other activities ==
German Network against Neglected Tropical Diseases (DNTDs), Member of the Parliamentary Advisory Board (since 2018)
Berliner Republik, Member of the Editorial Board
Evangelical Church in Germany (EKD), Member of the Committee on the Social Order
VfB Stuttgart, Member


== Personal life ==
Baehrens is married since 1977 and has two adult daughters and three grandchildren.


== References ==


== External links ==
Official website"
