,articles
0,"Natasha Gajewski (née Rana) is the CEO and Founder of Symple Health.


== Early life and education ==
Gajewski was born to Dana Roy and Riaz Hussein Rana. Her father, Rana, was a commercial pilot and later statistician. Rana immigrated to the United States from Zafar Chowk, Pakistan in 1960. Gajewski has one sister, Holly Bossard. Gajewski has a Bachelor of Arts in Economics and Statistics from Rutgers University.


== Career ==
After being diagnosed, in 2010, with the rare condition, Mixed connective tissue disease (MTCD), Gajewski was told by her physician to keep track of her symptoms between medical appointments. This motivated her to improve health prospects for patients. This led to the idea to create a mobile symptom journal. Gajewski was initially faced with the prohibitive costs of developing a Mobile app after approaching developers from the United States and India. To evaluate the feasibility and validity of the app, she attend Eric Ries's 2011 Lean startup - San Francisco where her idea was the 2nd-place winner and was voted ""most fundable"" and ""most likely to succeed."" In a February 2017 Heart Sisters interview, Gajewksi said of her experience designing a mobile app:But there wasn’t [already a mobile app], so I went about making my own. Because I was actively sick at the time, I knew certain things that a healthy person might completely miss – something as simple as not using sliders on a screen because they’re harder to activate (and require more thought) than a button.
She has been described as a ""revolutionary"" in the engaged patient movement along with Dave deBronkart and Jamie Heywood. In 2014, the Symple App had 60,000 users. It is distributed through the App Store (iOS). In 2016, Symple was recommended by a National Health Service general practitioner, Dr. Golda Parker, for patients to use to create lists of symptoms so they come prepared to appointments. Gajewski's Symple app has been the subject of research in academic journals. A 2017 academic study rated her mobile app as one of the ""highest performing apps"" for heart failure monitoring. Gajewski provided input on point of care patient decisions in a 2016 study. Danny Gorog of Macworld had positive remarks on the App, stating that it "" is a powerful iPhone app that lets users track up to 20 different symptoms at once. It also functions as a health diary, to let you note the things you eat, daily exercise and medications you take.""


== Advisory boards ==
Gajewski serves as an Advisor for Princeton University's Keller Center eLab Summer Accelerator. She is also a member of University of California, San Diego and Irvine's Health Data Exploration Project. In December 2011, Gajewski was one of the Princeton alumni and women entrepreneurs and business leaders who served as a panelist for the event entitled ""Women in Entrepreneurship"" hosted by the Keller Center. The panel explored the underrepresentation of women in venture capital and startup ventures to which, Gajewski reported ""I just never imagined limitations based on my sex.” Later remarking, “It just never occurred to me."" Gajewski is a faculty member for the Robert Wood Johnson Foundation sponsored National Health Care Transparency Summit. Gajewski serves on the Advisory Board of Flip the Clinic, a project of the Robert Wood Johnson Foundation.


== Personal life ==
Gajewski resides in Princeton, New Jersey. To combat her autoimmune disease, Gajewski practices Zumba. Gajewski's parents later divorced, and her father remarried Jacqueline Nicole Marchal of Paris, through which, Gajewski gained three step-siblings including Christopher Emery. Gajewski's mother remarried jeweler Samuel Kind, through which, she gained two step-siblings, actor and voice actor Richard Kind and Joanne Hinton.


== Awards and recognition ==
TedMED Frontline scholar
""1 of 10 Innovators to Follow"" - Partners HealthCare Center for Connected Health
2013 Stanford MedX ePatient scholar
Member - Startup Health Showcase, mHealth Summit, Washington, D.C.
Competition winners - Lean startup, Eric Ries, IMVU, and Thomas Eisenmann of the Harvard Business School


== References ==


== External links ==
Official Website"
1,"Helen Galland (June 1, 1925 – September 1, 2008) was an American retail executive and businesswoman who served as president of Bonwit Teller from 1980 to 1983. The New York Times described her as ""one of the few women of her time to run a fashion-oriented retailer"".
 She was also the first woman to serve on the board of the Whitman Corporation.


== Early life ==
Galland was born in Brooklyn, New York, an only child, and grew up in Washington Heights, Manhattan. She earned a degree in psychology from Hunter College.


== Career ==
In 1945, while taking graduate classes in retailing at New York University, she took a position at Lord & Taylor. After five years, she went to Bonwit Teller as a millinery buyer. When she left Bonwit Teller in 1975 to become President of Wamsutta Trucraft Home Fashions, she had risen to senior vice president and general merchandise manager. She returned to Bonwit Teller five years later in 1980 as President/CEO. Galland presided from 1980 to 1983, a time when the company's brand had undergone a decline. The company was acquired in 1979 by Allied Stores Corporation, which closed Bonwit-Tellers flagship store on Fifth Avenue. Galland oversaw the opening of a new Bonwit store, a third the size, in the Trump Tower.
She eventually left Bonwit Teller again to form her own eponymous marketing/consulting firm, Helen Galland Associates. Bonwit Teller and all its remaining stores closed for good in 1990.


== Affiliations ==
She served on the boards of Hunter College and the Fashion Institute of Technology as well as several charities.


== Family ==
Helen Galland's first husband, Samuel Frishberg, a lawyer, died in 1964. She married Frederick E. Loewus, a handbag manufacturer, in 1967; he died in 2006. She had a son David Frishberg of VA, two daughters, Susan Frishberg of VT, Judy Frishberg of Jackson New Jersey and two stepchildren, all of whom survived her.David Frishberg said of his mother: ""She was the kind of woman who could follow you into a revolving door and come out in front of you"".


== Death ==
Galland died of a heart attack at a Manhattan restaurant, aged 83.


== References =="
2,"Heidi Ganahl (born September 9, 1966) is an American businesswoman, entrepreneur, author, and formerly an elected member of the University of Colorado Board of Regents. She is the founder and former CEO of Camp Bow Wow, an international pet care franchise. In November 2016, she was elected Regent of the University of Colorado. As of 2024 she is the last Republican to hold statewide office in Colorado.Ganahl was the Republican nominee for governor of Colorado in the 2022 election, losing in a landslide to incumbent Democrat Jared Polis.


== Background and education ==
Ganahl was born in Orange County, California where she lived until she was 12. Her family then moved to Monument, Colorado, where she attended Lewis-Palmer High School. She earned a bachelor's degree in business from the University of Colorado Boulder, followed by a master's degree in healthcare administration from the University of Denver. In the spring of 1994, her husband, Bion Flammang, died in a plane crash.


== Career ==
In her early years, Ganahl worked for the advertising firms Chapman Warwick and Salvati Montgomery Sakoda. She then held positions in account management at DUSA Pharmaceuticals, Bristol-Myers Squibb and Rhone Poulenc (now Sanofi-Aventis), and founded the Maginot Group. She also launched a baby room catalog company, Nursery Works. In 2000, she launched Camp Bow Wow, which is now North America's largest and fastest-growing pet care franchise. Camp Bow Wow was acquired in August 2014 by VCA, Inc. Ganahl is also the founder and president of the Colorado-based Fight Back Foundation, which funds and mentors social entrepreneurs seeking to help kids in Colorado.
In 2015, Ganahl was appointed by Colorado Governor John Hickenlooper to the School Safety and Youth in Crisis Committee established by Colorado Senate Bill 15-214, to study school safety and threat prevention in public and private schools, programs and methods for identifying and monitoring students in crisis, standardized protocols for school personnel for assessing potential threats, and the implementation of the Claire Davis School Safety Act.In 2019, Ganahl launched the lifestyle brand SheFactor.


== CU Board of Regents ==
Ganahl was elected to the CU Board of Regents as an at-large member in 2016. She wants to see more conservatives (student, staff and faculty levels) at the university. Ganahl also recently sponsored an anti-critical race theory proposition in an effort that was seen as an attempt to impose external controls on the academic freedom of faculty at the University of Colorado. The proposition was defeated in a 3--6 vote of the Board. Regents Ganahl, Chance Hill, and Susan Sharkey voted for the proposition.


== 2022 Colorado gubernatorial race ==
On September 10, 2021, Ganahl filed paperwork with the Secretary of State's office indicating that she was seeking the Republican nomination for Governor of Colorado in the 2022 election.On June 28, 2022, Ganahl secured the GOP Nomination for Governor of Colorado. On November 8, 2022, Ganahl lost to Democratic incumbent Jared Polis.


== Political positions ==


=== Trump and the 2020 election ===
Ganahl considers herself to be a supporter of former president Donald Trump. Ganahl has declined to state if the results of the 2020 presidential election are legitimate. After the 2020 presidential election, Ganahl praised John Eastman, a controversial lawyer who incorrectly claimed that Kamala Harris is not an American citizen and wouldn't be eligible to be Vice President. Eastman also helped Trump in his attempts to overturn the election results.In a November 2021 event, Ganahl suggested that winning by large margins will override election fraud, implying that substantial voter fraud exists. In the same event, Ganahl also endorsed a political group that pushes claims of election fraud in the 2020 election. While praising the election system in Colorado, Ganahl also expressed uncertainty over the election process of other states during the 2020 election. Similarly, Ganahl has raised doubt about the election, voicing concern over what she perceived as ""rules being weakened before the [2020] election in some states"".


=== Healthcare ===
In the 2021 legislative session, Ganahl opposed the Colorado Affordable Health Care Option, a measure that aimed at lowering healthcare costs by creating a public health insurance option. Writing an op-ed and referring to a brain tumor she got removed, Ganahl stated “The proposed Colorado Affordable Health Care Option is not the broad solution politicians claim. With unintended consequences to quality and access, it may force hospitals to eliminate some critical functions. It may even endanger miracles like mine.”


=== Education ===
Ganahl is opposed to proposals offering tuition-free enrollment in community colleges. In regards to sexual assault on campus, Ganahl has acknowledged it as a serious issue but has downplayed its prevalence, saying ""Twenty-eight percent of students at CU said that they had been sexually assaulted, but it included all kinds of things like inappropriate touching, and catcalling, etc. “I think the actual rape number was nine percent […] it’s still nine percent too many. But you know, that’s self-reported, so.”Ganahl has claimed that conservatives at colleges are being ""silenced"" and has attempted to form organizations that promote conservative viewpoints on-campus.


== External links ==

Website
Appearances on C-SPAN


== References =="
3,"Robin Ganzert is the president and CEO of American Humane, the country's oldest national humane organization. American Humane works to protect animals and children from abuse and harm. Ganzert is the author of the book Animal Stars: Behind the Scenes with Your Favorite Animal Actors (2014). In February 2017, Ganzert was elected to the Forbes Nonprofit Council for Chief Executive Officers.


== Education and career ==
Ganzert received her B.S. and M.B.A. from Wake Forest University, and her Ph.D. from the University of North Carolina at Greensboro.Before working at American Humane, Ganzert served as deputy director of philanthropic services at the Pew Charitable Trusts, and she also was a national director of philanthropic strategies with Wachovia.As CEO of American Humane, Ganzert works to increase global awareness about the organization, improve its efficiency, and boost the effectiveness of its programs. She also conducts numerous interviews and makes frequent public appearances on behalf of the organization. When Ganzert took over as CEO in 2010, American Humane had operated at a substantial deficit each of the previous four years. By consolidating American Humane's 40 programs into five platforms — American Humane Conservation, American Humane Farm Program, American Humane Hollywood, American Humane Rescue, and the Lois Pope LIFE Center for Military Affairs — the organization now operates with annual surpluses. During her tenure as CEO, American Humane has quadrupled the number of children and animals under its protection.In 2015, Ganzert successfully spearheaded the effort to change U.S. law, ensuring the return of retired military working dogs to American soil after their service overseas and reunion with their handlers. The following year, she launched the world's first certification program dedicated solely to the welfare of animals in zoos and aquariums.Robin Ganzert is the author of the book Animal Stars: Behind the Scenes with Your Favorite Animal Actors (2014), which discusses the animals and trainers featured in popular movies and TV shows.


== Awards ==
Ganzert is a recipient of the Brava Award for top female CEOs in Washington, D.C. She was also named the Rare Life Leadership Award winner for her work in the humane field.


== Position on animal welfare ==
Ganzert is a proponent of the five freedoms test to determine the state of an animal's welfare. The five freedoms stipulate that animals should be free from pain, free from fear, free from discomfort, free from hunger, and free to express natural behaviors.She has stated that American Humane's intent is ""to have food supply animals treated as humanely as possible, at the same time our goal is to work with agriculture, educate them as to the best standards of humane animal welfare — and not put them out of business.""Ganzert advocates for the federal reimbursement of military veterans who use service dogs to treat symptoms of PTSD.


== References =="
4,"Barbara A. Garcia is an American community and public health leader. She is currently serving as the CEO of HealthCare UnTold, LLC, a health multimedia and productions company dedicated to addressing the healthcare needs of vulnerable communities. Additionally, Garcia co-hosts the HealthCare UnTold podcast, where she shares insights and stories related to healthcare.
Garcia held the position of Director of health for the San Francisco Health Department, until she was forced to resign in 2018 over allegations of conflict of interest. She is also the co-founder of Salud Para La Gente, a farm worker health clinic, and served as its director for over 12 years.She was selected as a Health Leader by the Robert Wood Johnson Foundation for her response to the 1989 Loma Prieta earthquake in Watsonville.
She has been awarded two honorary doctorate degrees: one in 2008 from the California Institute of Integral Studies for her work in leadership and community service, and another in 2013 from the University of San Francisco for her role as a community health leader in advancing access to healthcare services for vulnerable communities in San Francisco.


== References =="
5,"Nancy E. Gary (March 4, 1937 – May 31, 2006) was president and chief executive officer of the Educational Commission for Foreign Medical Graduates, executive vice president of the Uniformed Services University of the Health Sciences and dean of its F. Edward Hébert School of Medicine. She was also clinical professor of medicine at George Washington University School of Medicine & Health Sciences. She was considered a change agent in medical education and ""a 'powerhouse' in academic medicine.""


== Early life and education ==
Gary grew up on Long Island in New York, where she graduated from Manhasset High School. She was fond of telling friends that she barely made it out of high school. She worked summers teaching archery at Rolling Hills, a nearby day camp. Her early interest in sports drew her to Springfield College in Springfield, MA, since she planned to be a gym teacher. With the first required biology course, she found her calling and switched to pre-med. She graduated cum laude with a Bachelor of Science degree in 1958 and, 35 years later, received her Distinguished Alumna Award. She received her medical degree from Woman's Medical College of Pennsylvania (now Drexel University College of Medicine), Philadelphia, Pennsylvania, in 1962, from which she received their Alumnae Achievement Award in 1990.


== Career ==
Gary began her medical career as an assistant medical resident, Meadowbrook Hospital  (Nassau County Medical Center) East Meadow, Long Island, New York. She was resident physician at Saint Vincent's Catholic Medical Center in New York City. She was chief of nephrology and professor of medicine at Rutgers Medical School (now Robert Wood Johnson Medical School) University of Medicine and Dentistry of New Jersey.
Gary was appointed the dean of Albany Medical College in New York in 1988.Senior medical advisor to the administrator of the Health Care Financing Administration (Medicare), Department of Health and Human Services.
Robert Wood Johnson Health Policy Fellow of the US House of Representatives’ Subcommittee on Health and Environment.


=== Medical licensing ===
While at the Educational Commission for Foreign Medical Graduates from 1995 to 2001, Gary enhanced the licensing process by adding a fourth examination which requires students to interview mock patients. This exam proved so successful that it was later added to the licensing requirements for US medical graduates.


== Legacy ==
Well known for her expertise in medical education, research, and practice, she was considered a mentor and role model for many women.  ""Part of the remarkable legacy that Nancy left was founded by pioneering and gutsy women with vision.""


== Awards and honors ==
Certified by the American Board of Internal Medicine in medicine and nephrology, she was a Master in the American College of Physicians; a member of Alpha Omega Alpha; the National Board of Medicine Examiners; Editorial Board of Academic Medicine; the United States Medical Licensing Examination Composite Committee; ""history maker"" awardee from SELAM and the World Federation for Medical Education (WFME) Taskforce on Defining International Standards in Basic Medical Education.  She received the Joseph F. Boyle, MD, Award for Distinguished Public Service in 1992. George Washington University School of Medicine and Health Sciences awarded her their Meritorious Service Award in 1995.An avid Scrabble player, she was a member of Mensa International.


== References ==


== External links ==
Uniformed Services University of the Health Sciences website
George Washington University School of Medicine
Education Committee for Foreign Medical Graduates
United States Medical Licensing Examination
International Medical Graduates United
Society for Executive Leadership in Academic Medicine
Albany Medical College
Women in Nephrology
American Society for Nephrology
Springfield College, Springfield, MA
Drexel University College of Medicine"
6,"Adriana Gascoigne is an American technology executive and activist, the  founder and Chief Executive Officer of Girls in Tech, a global non-profit dedicated to empowering, educating, and mentoring women in the technology industry.


== Career ==


=== Early career ===
Gascoigne graduated from University of California, Davis with a bachelor's degree in Sociology and Economics. After graduating, Gascoigne served in a number of executive roles, including Vice President of Product Marketing for RxMatch, Chief Marketing Officer of QwikCart, Vice President of Digital for Ogilvy & Mather, and Vice President of Marketing for SecondMarket.


=== Girls in Tech ===
Adriana Gascoigne is the founder and CEO of Girls in Tech (GIT), a Nashville-based non-profit organization devoted to empowering, educating and engaging women in the tech industry. She is also the author of Tech Boss Lady: How To Start-Up, Disrupt, And Thrive As A Female Founder, and a board member on WAPPP, Harvard Kennedy School's Women in Public Policy Program.
More than a decade ago, Adriana found herself a victim of discrimination and harassment as the lone female executive as a Silicon Valley startup. From that experience, she was inspired to help other women and thus founded GIT, which today advocates for diversity and inclusion in STEM fields. 
GIT boasts 57 chapters throughout the world. It comprises an active, engaged community of more than 80,000 members in 42 countries. Hundreds of events and programs are held throughout the year and are tailored to address the unique needs of local chapters. 
Through her leadership at GIT, Adriana has improved diversity in the tech workforce; encouraged policy change at government, corporate and community levels; inspired women to pursue any career they wish; and, created impact-oriented courses to support women throughout their career. 
No stranger to growing brands and building amazing companies, Adriana has worked with tech companies like hi5, Algentis, Jam City, Indiegogo, Social Gaming Network (SGN), ImpulseFlyer, RxMatch and QwikCart. She has also served in executive roles at Ogilvy & Mather, Interpublic Group of Companies, and SecondMarket.
Adriana holds a bachelor’s degree in Sociology with a concentration in Organizational Studies and has a minor in Communications from the University of California at Davis. 
Adriana’s accolades include:
• Receiving a Singularity University Impact Fellow Scholarship 
• Being named one of the 20 most influential Latinos in technology in 2018 by CNET
• Winning the 2018 Pioneer Leadership Award at the Silicon Valley Latino Leadership Summit.


== References ==


== External links ==
Adriana Gascoigne on Facebook"
7,"Michelle D. Gass (Petkers) is an American businesswoman who currently serves as the president and director of Levi Strauss & Co., a position she has held since December 2022.


== Education and career ==
Gass earned a bachelor's degree in chemical engineering from Worcester Polytechnic Institute in 1990 and an MBA from the University of Washington.Gass is a Starbucks veteran who took the chain in a new direction in 1996. She ""helped make 'frappuccino' a household word"" which became Starbucks' $2 billion brand in 2011.Before joining Kohl's, Gass worked at Procter & Gamble and at Starbucks. She started with Kohls in 2013 as their first chief customer officer. She led the creation of Kohl's Greatness Agenda in 2014, was named chief merchandising officer in 2015, and was promoted to be the CEO-elect in 2017. With a compensation of $12.34 million, she was ranked as 71st on the ""100 Most Overpaid CEOs 2020,"" a report by As You Sow. Gass has been a member of the board of directors of PepsiCo since March 2019.In 2005, Gass was awarded the Ichabod Washburn Young Alumni for Professional Achievement award by Worcester Polytechnic Institute and in 2007, she was named a Woman to Watch by Advantage Age. In 2018, Homeworld Business named Gass one of its ""Players"" and a person to watch in housewares in the coming year.In November 2022, it was announced that Gass would be stepping down as Kohl's CEO by early December and become the CEO-in-waiting for Levi Strauss & Co. She officially became the President and CEO-in-waiting in January 2023.


== Personal life ==
Gass was raised in Maine. She married Scott Gass on August 20, 1994. They have two children named Megan and Will.


== References =="
8,"Helene D. Gayle (born August 16, 1955) is an American physician, and academic and non-profit administrator. She has served as the president of Spelman College since 2023. She formerly served as CEO of the Chicago Community Trust, one of the nation's leading community foundations.  Earlier in her career she was the director of international humanitarian organization CARE, and worked in the field of public health programs at the CDC.


== Biography ==
Helene Gayle was born in Buffalo, New York, to Jacob Gayle, a small-business owner, and Marietta Gayle, a social worker. She attended Barnard College of Columbia University, from which she graduated with honors with a B.A. in psychology in 1976. She earned an M.D. at the University of Pennsylvania School of Medicine and an M.P.H. at Johns Hopkins University School of Hygiene and Public Health (now the Bloomberg School). She is board certified in pediatrics, having completed a residency in pediatric medicine at Children's National Medical Center in Washington, D.C. Gayle completed a second residency in preventive medicine at the Centers for Disease Control and Prevention.  
Beginning in 1984, Gayle spent 20 years with the Centers for Disease Control and Prevention (CDC), focusing on global health and infectious disease prevention and control, especially HIV/AIDS. On assignment from CDC from 1992 to 1994, Gayle served as the AIDS coordinator and chief of the HIV/AIDS Division at the United States Agency for International Development (USAID). In 1995, she was appointed as the first director of the newly created National Center on HIV, TB and STD Prevention (NCHSTP).  During that time, she was named an Assistant Surgeon General and Rear Admiral in the United States Public Health Service.Initially on loan from the CDC, she directed the HIV, TB, and Reproductive Health Program at the Bill & Melinda Gates Foundation from 2001 to 2006. During her 5 years as director, she was responsible for research, policy, public awareness, and programs on HIV/AIDS, TB, STDs and reproductive health around the world.  
Gayle was president and CEO of the international humanitarian organization CARE from 2006 to 2015. She led efforts to empower girls and women around the world to bring lasting change to poor communities. Under her leadership, CARE strengthened its focus on advocacy efforts and policy work to have a long-term impact on reducing poverty across the globe. Under her leadership, Gayle introduced signature programs that focused on financial inclusion, maternal health and improving girls' access to quality primary education.
From 2015 to 2017, Gayle was president and CEO of McKinsey Social Initiative (now McKinsey.org), a nonprofit that brings together diverse stakeholders to address complex global social challenges.  
In 2017, Gayle became CEO of the Chicago Community Trust (the Trust), one of the nation's oldest and largest community foundations. Under her leadership, the trust adopted a new strategic focus on closing the racial and ethnic wealth gap in the Chicago region. The three-part strategy to close this gap centers around growing household wealth, catalyzing neighborhood investment and building collective power. Gayle is recognized internationally as an expert on health, global development, and humanitarian issues. She was named one of Forbes' ""100 Most Powerful Women,"" one of NonProfit Times' ""Power and Influence Top 50,"" and of Chicago Magazine's ""Chicago's 50 Most Powerful Women."" She been featured by media outlets like The New York Times, The Washington Post, ForbesWoman, Glamour, O magazine, National Public Radio, and CNN.
Gayle has received 18 honorary degrees and held affiliate and adjunct faculty appointments at the University of Washington and Emory University She has published numerous scientific articles on global and domestic public health issues, poverty alleviation, gender equality, and social justice. 
On April 25, 2022, it was announced that Gayle was a candidate to succeed Mary Schmidt Campbell as the 11th president of liberal arts HBCU Spelman College. She began her official tenure on May 1, 2023.


== Current board memberships ==
Center for Strategic and International Studies Board of Trustees, 2007 – present
Colgate-Palmolive Board, 2010 – present
ONE Board, 2006 – present
Rockefeller Foundation Board of Trustees, 2009 – present
Coca-Cola, 2013 – present
Brookings Institution, 2015–present
New America, 2013 – present
Federal Reserve Bank of Chicago, Board Chair, 2019 – 2022
Economic Club of Chicago Archived June 12, 2021, at the Wayback Machine, 2019 –
Inter-American Dialogue, 2018 – present
Palo Alto Networks, Effective May 25, 2021


== Professional society memberships ==
Council on Foreign Relations
Institute of Medicine
Delta Omega Society
American Public Health Association
National Medical Association
American Medical Women's Association
Society for Public Health Education


== Honorary degrees ==
American University, Doctor of Science, 2018
Xavier University of Louisiana, Doctor of Science, 2016
University of Buffalo, Doctor of Science, 2016
University of Miami, Doctor of Science, 2013
Oberlin College, Doctor of Science, 2011
Colby College, Doctor of Humane Letters, 2010
Columbia University, Doctor of Laws, 2009
Agnes Scott College, Doctor of Science, 2009
Brandeis University, Doctor of Humane Letters, 2008
Morehouse School of Medicine, Doctor of Science, 2008
Mount Sinai School of Medicine of New York University, Doctor of Humane Letters, 2008
Duke University, Doctor of Science, 2008
Meharry Medical College, Doctor of Science 2007
Smith College, Doctor of Science, 2007
Pennsylvania State University, Doctor of Science, 2004
Jackson State University, Doctor of Humane Letters, 2004


== Awards and honors ==
Teachers College, Columbia University, Medal for Distinguished Service, 2018
Johns Hopkins University Society of Scholars, inducted 2017
American Public Health Association Presidential Citation Award, 2015
WNBA Inspiration Award, 2015
Jimmy and Rosslyn Carter Humanitarian Award, National Foundation for Infectious Diseases, 2012
Forbes Magazine 100 Most Powerful Women, 2014
The NonProfit Times Power and Influence Top 50, 2011
Bryn Mawr College, Katharine Hepburn Award, 2011
AARP Inspire Award, 2010
Bennett High Alumni Honor Roll, 2010
Georgia State University, Ethics Advocate Award, 2009
Business to Business Magazine, Women of Excellence Award, 2009
100 Most Influential Atlantans Award, 2009
Ivan Allen College, Georgia Institute of Technology, Ivan Allen Jr. Prize for Social Courage, 2009
South African Partners, Desmond Tutu Award, 2009
Morehouse College, Coca-Cola Leadership Award, 2008
Americans for Informed Democracy, Innovator in International Development Award, 2008
Cable Positive, Humanitarian of the Year Award, 2008
Wall Street Journal, ""50 Women to Watch"", 2006
Eleanor Roosevelt Val-Kill Medal, 2006
Helen H. Jackson, Woman of Valor Award, 2006
Arthur Ashe Institute for Urban Health, Leadership in Global Medicine Award, 2005
Women of Color, Health Science & Technology Awards: Medical Leadership in Industry, 2002
National Medical Association, Scroll of Merit Award, 2000
Women Looking Ahead, Inc., The Women Looking Ahead (WLA) 100s List Award, 1999
100 Black Men of America, Inc., Woman of the Year Award, 1999
U.S. Department of Health and Human Services, Secretary's Award for Distinguished Service, 1999, 2001
Atlanta Business League, Women of Influence Award, 1998
Public Health Service Foreign Duty Award, 1997
Public Health Service Meritorious Service Medal, 1996
Columbia University Medal of Excellence, 1996
National Coalition of 100 Black Women, Inc., Service Award, 1999
Who's Who Among Black Americans, 1990, 1993 and 1994


== References ==


== External links ==
Appearances on C-SPAN"
9,"Jamie Geller (Hebrew: ג'יימי גלר, born May 29, 1978) is the Chief Media and Marketing Officer at Aish. She is also a best-selling cookbook author, celebrity chef, television producer and businesswoman. She is an author of 8 cookbooks and the founder of Kosher Media Network (now called Kosher Network International). In 2010, the network launched the Joy of Kosher with Jamie Geller online cooking show, print magazine and PBS Chanukah special. She has been called ""The Kosher Rachael Ray"" by the Miami Herald. and the Queen of Kosher:
Geller has sold close to 100,000 cookbooks.


== Biography ==
Jamie Geller was born in Philadelphia and raised in a Jewish home in Abington, Pennsylvania. She attended Akiba Hebrew Academy High School. At New York University Geller studied broadcast journalism and Hebrew language and literature and graduated magna cum laude, Phi Beta Kappa in May 1999. Geller is a baalat teshuva, having embraced Orthodox Judaism and traditional Jewish religious practice in her early 20s. In August 2012, Geller made aliyah to Israel and settled in Beit Shemesh.


== Media and food-writing career ==
Before writing her first cookbook, Geller was a writer and television producer for CNN, Entertainment News, the Food Network, and a senior writer/producer and marketing executive for HBO.In 2007, Geller published Quick and Kosher Recipes from the Bride Who Knew Nothing (ISBN 978-1-60094-053-8) (Feldheim Publishers). The book chronicles her experience of choosing Orthodox Judaism, her marriage and learning to cook. In 2010 Geller published Quick & Kosher: Meals in Minutes (Feldheim Publishers). She didn't know how to cook before she got married but learned out of necessity. In over 15 years of experience, she's published 8 books, a website with over 10,000 recipes and videos with over 1 billion views.In 2021, Geller launched a product line of spices, honey, pilaf and the like.In 2021, Geller partnered with Aish to create a media network. Geller was named as Aish’s new Chief Media and Marketing Officer. She also writes recipes for kosher.com.Kosher Network International which includes JamieGeller.com, @jamiegeller, and @jewlishbyjamie, was named the No. 1 global kosher food media company and Jewish food network. The Jewish food and lifestyle brands have over 2 million followers across social media.


== Published works ==
Quick & Kosher Recipes from the Bride Who Knew Nothing (2007, Feldheim Publishers)
Quick & Kosher: Meals in Minutes (2010, Feldheim Publishers)
Joy of Kosher with Jamie Geller (a magazine)
Joy of Kosher: Fast, Fresh Family Recipes  (2013, William Morrow)
No Mistaking Baking: 85+ foolproof, fail proof, perfect every time recipes  (2018)
Jamie Geller's Brisket 101  (2018)
Jewlish by Jamie  (2020, Feldheim Publishers)
28 Day Joy of Kosher Challenge (2020, Blurb)
Farmer’s Kitchen: 50 Recipes Celebrating Israel’s Veggies and Their Growers  (2022)


== References ==


== External links ==
Official website"
